id,soil_ph,soil_moisture,avg_temperature,total_rainfall,fertilizer_amount,pesticide_usage,sunlight_hours,nitrogen_content,phosphorus_content,potassium_content,irrigation_frequency,yield_tpha,harvest_month,rainfall_to_temp_ratio,fertilizer_nitrogen_interaction,crop_type_Barley,crop_type_Corn,crop_type_Rice,crop_type_Soybean,crop_type_Wheat,region_Central,region_East,region_North,region_South,region_West,season_Autumn,season_Spring,season_Summer
3928,7.71,18.8,22.23,1184.05,145.69,14.89,1302.34,1.2,1.29,0.6,5,6.34,2,53.26360773729194,174.828,False,True,False,False,False,False,False,False,True,False,False,True,False
226,4.55,34.34,20.37,154.83,146.78,6.4,1590.26,2.24,0.29,1.01,4,6.34,1,7.600883652430045,328.78720000000004,False,False,True,False,False,False,False,False,False,True,False,True,False
3080,7.96,43.66,14.73,839.76,291.39,2.52,1849.34,1.19,1.16,1.73,6,7.83,1,57.010183299389,346.7541,False,False,False,False,True,False,False,False,True,False,False,True,False
1929,6.52,26.12,15.9,862.73,81.45,2.1,2448.13,2.66,0.85,0.52,4,5.13,1,54.25974842767295,216.657,False,False,True,False,False,True,False,False,False,False,False,True,False
2851,8.09,28.12,29.92,636.76,62.62,0.48,2784.99,1.99,1.19,1.56,5,5.15,11,21.282085561497325,124.6138,True,False,False,False,False,True,False,False,False,False,False,True,False
4314,4.96,35.34,22.93,106.62,222.45,3.85,2420.54,2.69,1.49,1.64,3,6.53,7,4.6498037505451375,598.3905,False,True,False,False,False,False,False,False,False,True,True,False,False
1404,7.99,17.37,34.93,957.15,108.75,2.5,2396.24,2.49,0.56,0.9,5,4.25,8,27.401946750644147,270.7875,False,False,False,True,False,False,False,False,True,False,True,False,False
2179,5.6,42.48,17.07,847.07,79.85,12.3,1770.98,2.27,1.21,1.79,5,4.88,5,49.62331575864089,181.25949999999997,True,False,False,False,False,True,False,False,False,False,False,True,False
697,5.32,23.32,33.28,434.45,200.59,2.09,1122.34,1.61,0.22,1.34,4,7.09,8,13.054387019230768,322.9499,False,False,True,False,False,False,False,True,False,False,False,True,False
1124,4.8,49.85,21.44,777.18,143.53,9.77,1560.75,2.53,0.9,1.29,3,5.93,3,36.2490671641791,363.1309,False,False,False,False,True,True,False,False,False,False,False,False,True
3346,7.03,28.41,11.42,513.27,299.26,14.21,2469.68,2.27,0.69,1.17,5,7.45,10,44.94483362521891,679.3202,False,False,False,True,False,False,False,False,False,True,False,True,False
4222,7.28,10.36,14.14,419.17,121.17,7.15,2775.01,2.41,1.3,1.24,2,5.72,8,29.644271570014144,292.0197,False,True,False,False,False,False,True,False,False,False,False,True,False
1778,4.82,35.16,22.74,1020.22,68.77,9.11,2158.38,2.04,1.34,1.65,6,5.76,6,44.86455584872472,140.2908,False,False,False,True,False,False,False,False,False,True,False,False,True
3757,8.06,12.4,14.27,1032.75,291.78,5.88,1455.73,2.21,0.42,1.02,2,7.35,5,72.37210932025228,644.8337999999999,False,False,True,False,False,False,True,False,False,False,False,True,False
1037,6.21,36.57,25.04,378.55,203.59,2.96,1079.01,0.89,1.22,1.54,4,7.17,1,15.117811501597446,181.1951,False,True,False,False,False,False,False,True,False,False,True,False,False
3941,7.55,34.61,11.4,644.43,235.08,4.8,1023.99,1.29,1.17,1.21,2,7.79,7,56.52894736842104,303.25320000000005,False,False,False,False,True,False,False,True,False,False,False,False,True
2256,5.67,44.25,31.37,886.75,268.53,6.44,1605.64,1.7,0.7,1.34,4,7.47,6,28.26745298055467,456.5009999999999,False,True,False,False,False,False,False,False,True,False,False,False,True
313,7.78,15.68,28.79,605.9,155.79,6.19,2854.73,1.35,0.93,1.01,5,5.45,3,21.04550191038555,210.3165,False,False,False,True,False,False,False,False,True,False,False,False,True
1416,6.08,21.44,18.14,756.85,77.18,3.23,1443.1,1.85,0.83,1.22,3,6.18,3,41.72271223814774,142.78300000000002,True,False,False,False,False,False,False,False,True,False,True,False,False
1036,4.77,46.09,29.64,403.21,224.89,6.94,2016.87,2.75,1.28,1.94,6,6.63,8,13.60357624831309,618.4475,False,False,True,False,False,False,False,True,False,False,True,False,False
2159,5.8,43.28,24.11,587.14,65.45,12.03,2847.71,1.75,0.42,1.02,2,4.02,7,24.352550808793033,114.53750000000001,False,False,False,False,True,False,False,False,False,True,False,True,False
3920,6.3,26.09,31.52,373.41,299.35,7.71,1787.64,2.05,0.61,0.53,4,7.45,10,11.846763959390865,613.6675,True,False,False,False,False,False,True,False,False,False,False,False,True
1754,6.56,26.11,34.25,739.14,267.2,0.64,1852.68,0.83,1.5,1.52,1,7.82,3,21.580729927007297,221.77599999999998,False,False,False,False,True,False,False,False,True,False,False,False,True
2521,8.47,12.25,25.32,546.08,57.41,10.59,1441.94,2.21,0.34,0.84,4,4.13,8,21.567140600315955,126.8761,True,False,False,False,False,False,True,False,False,False,True,False,False
2989,7.32,30.17,33.98,113.31,63.53,5.0,1879.3,2.17,0.45,0.99,1,3.35,1,3.334608593290171,137.8601,True,False,False,False,False,True,False,False,False,False,False,False,True
3761,7.27,43.27,21.7,838.83,277.41,4.78,2468.36,2.06,1.0,1.23,6,8.15,6,38.6557603686636,571.4646,False,True,False,False,False,False,False,False,False,True,False,False,True
4122,7.4,31.78,26.11,538.2,256.95,10.42,2706.71,2.73,0.48,1.21,3,5.87,5,20.612792033703563,701.4735,False,False,False,True,False,False,True,False,False,False,False,False,True
1506,7.96,34.53,15.92,678.15,208.81,4.51,1333.45,2.71,0.58,1.21,1,6.79,1,42.597361809045225,565.8751,False,False,False,False,True,False,False,False,False,True,True,False,False
1923,8.45,42.24,25.93,893.4,178.89,1.33,1687.76,1.94,0.94,1.27,5,6.24,3,34.45430003856537,347.04659999999996,False,False,False,True,False,False,False,False,False,True,True,False,False
448,8.49,48.96,14.24,994.42,71.66,7.55,1915.89,1.19,1.19,1.44,1,6.78,7,69.83286516853933,85.27539999999999,False,True,False,False,False,False,False,False,False,True,False,True,False
2290,8.46,17.55,34.48,1068.07,212.53,12.97,1026.94,1.75,1.17,1.64,6,7.12,10,30.976508120649655,371.9275,False,False,False,True,False,False,False,False,True,False,False,True,False
2367,6.82,47.88,20.04,422.09,176.91,0.44,2000.05,2.24,1.41,0.79,4,7.13,7,21.062375249501,396.27840000000003,False,False,True,False,False,False,True,False,False,False,False,False,True
4770,6.17,27.31,22.1,336.96,226.8,2.03,2627.68,1.02,0.66,1.05,5,7.43,4,15.247058823529409,231.336,False,True,False,False,False,False,False,True,False,False,True,False,False
4596,7.1,48.51,12.68,774.92,186.07,6.87,2854.39,2.34,1.06,0.61,1,6.61,1,61.11356466876971,435.40379999999993,False,False,True,False,False,False,False,True,False,False,False,False,True
361,6.4,18.67,18.62,398.67,139.8,8.23,2184.5,2.41,0.24,1.2,5,5.52,10,21.410848549946294,336.91800000000006,False,False,False,False,True,False,False,True,False,False,False,False,True
2183,5.48,48.79,19.22,221.47,225.76,1.51,1240.29,0.51,0.68,1.18,2,7.74,11,11.52289281997919,115.13759999999999,False,False,True,False,False,True,False,False,False,False,False,False,True
1134,6.41,13.55,25.72,1126.75,98.79,9.51,2361.19,2.11,0.38,1.49,5,4.62,1,43.80832037325039,208.4469,False,False,False,True,False,False,True,False,False,False,False,False,True
3603,8.14,12.67,30.7,669.16,245.5,5.62,1681.67,2.81,1.16,0.95,1,7.51,12,21.79674267100977,689.855,False,False,False,True,False,False,False,True,False,False,False,True,False
2155,7.19,10.84,11.22,367.69,279.84,9.46,2310.53,2.04,0.25,1.71,5,8.11,9,32.77094474153297,570.8736,False,False,True,False,False,True,False,False,False,False,False,True,False
1830,8.41,46.2,11.62,369.9,219.99,5.07,2705.35,0.85,0.49,0.6,1,7.91,5,31.83304647160069,186.9915,False,True,False,False,False,False,False,True,False,False,False,True,False
1053,5.45,20.95,19.35,752.2,161.16,4.58,1109.12,2.96,0.48,1.62,6,6.87,4,38.8733850129199,477.0336,False,False,False,True,False,False,False,True,False,False,False,True,False
22,7.68,30.8,32.18,713.44,145.93,5.14,1687.09,2.53,0.71,1.66,5,6.45,5,22.170292106898696,369.2029,False,False,True,False,False,False,False,True,False,False,False,False,True
2066,5.84,26.25,23.15,540.7,206.36,1.44,2969.06,2.79,1.21,0.69,1,6.78,3,23.356371490280782,575.7444,False,False,False,False,True,True,False,False,False,False,True,False,False
1653,5.98,19.11,19.28,511.82,100.36,7.16,1880.56,2.57,0.86,0.96,2,5.89,9,26.54668049792531,257.92519999999996,True,False,False,False,False,False,False,True,False,False,True,False,False
4641,7.98,44.89,31.91,1054.78,228.2,0.65,1477.6,2.45,0.29,2.0,1,7.12,6,33.0548417424005,559.09,False,True,False,False,False,False,True,False,False,False,True,False,False
2991,7.43,29.21,17.96,473.64,234.63,4.68,2855.24,2.49,0.99,1.77,4,7.18,5,26.371937639198215,584.2287,True,False,False,False,False,False,False,False,True,False,False,False,True
4741,7.69,44.86,20.72,421.64,127.79,6.6,1813.44,1.47,1.17,1.82,2,6.27,10,20.34942084942085,187.8513,False,False,True,False,False,False,False,True,False,False,False,False,True
3750,7.25,14.57,19.24,745.45,103.44,4.45,1760.37,1.9,1.1,0.52,5,5.28,11,38.7448024948025,196.53599999999997,False,False,False,True,False,True,False,False,False,False,False,False,True
460,4.5,33.81,25.22,1011.53,154.5,0.61,2856.1,2.22,1.48,1.72,3,6.01,10,40.108247422680414,342.99,False,False,True,False,False,False,False,False,False,True,False,True,False
1067,5.54,10.56,23.62,721.99,122.08,7.6,1855.75,1.43,0.95,1.14,3,5.23,12,30.56689246401355,174.5744,True,False,False,False,False,False,True,False,False,False,False,True,False
87,6.21,25.66,25.75,747.77,298.53,3.84,1334.45,2.77,1.3,0.55,2,8.84,10,29.039611650485437,826.9281,False,False,True,False,False,False,False,False,True,False,False,False,True
4177,5.23,43.12,23.38,454.55,123.94,3.71,2344.6,1.13,0.83,1.03,6,5.57,6,19.441830624465357,140.05219999999997,True,False,False,False,False,False,False,False,False,True,True,False,False
2605,5.55,21.92,17.4,1147.59,88.36,9.84,2507.05,1.17,0.77,0.56,4,4.16,3,65.95344827586207,103.38119999999999,False,False,True,False,False,False,False,False,True,False,False,False,True
282,7.62,18.8,18.86,1153.4,91.95,1.01,1238.36,2.11,1.46,1.72,6,6.95,8,61.1558854718982,194.0145,False,True,False,False,False,True,False,False,False,False,True,False,False
462,7.93,19.29,28.35,1042.83,189.68,1.18,1696.72,1.43,1.41,1.41,5,6.41,5,36.78412698412698,271.2424,True,False,False,False,False,False,True,False,False,False,False,True,False
212,7.03,21.41,19.88,956.4,93.56,6.47,1173.49,2.24,1.39,0.64,3,5.39,12,48.10865191146881,209.57440000000003,True,False,False,False,False,False,False,False,False,True,False,True,False
2342,7.45,14.92,10.29,178.92,174.4,6.58,1575.5,0.53,0.31,1.38,5,6.26,2,17.387755102040817,92.432,False,False,False,True,False,False,False,False,False,True,False,False,True
1368,5.31,22.21,25.07,1013.82,281.67,9.53,1901.75,1.78,0.4,0.98,4,8.98,2,40.43956920622258,501.37260000000003,False,False,False,False,True,False,False,True,False,False,True,False,False
234,6.14,22.6,24.43,313.5,270.9,12.48,1209.42,2.37,0.23,1.92,6,7.61,2,12.83258288988948,642.033,False,False,False,False,True,True,False,False,False,False,False,True,False
2589,7.21,46.38,23.09,370.68,60.8,9.61,2639.51,2.16,1.14,0.56,4,4.9,7,16.053702901689043,131.328,True,False,False,False,False,False,False,True,False,False,False,True,False
597,5.79,21.47,23.31,114.33,242.45,11.52,1595.03,1.49,1.38,1.08,6,6.55,6,4.904761904761905,361.2505,False,True,False,False,False,False,False,True,False,False,False,False,True
4246,5.87,16.85,31.56,623.03,227.32,10.16,2595.04,2.9,1.12,1.97,6,5.96,5,19.741128010139416,659.228,True,False,False,False,False,True,False,False,False,False,True,False,False
2250,6.82,18.86,25.68,430.27,145.57,13.29,1954.83,1.48,0.67,0.79,5,5.68,6,16.75506230529595,215.44359999999998,False,False,False,True,False,False,False,True,False,False,False,True,False
3745,6.96,12.92,30.3,1039.87,163.93,4.39,1427.61,0.72,1.16,1.36,5,6.59,2,34.31914191419141,118.0296,True,False,False,False,False,False,False,False,False,True,False,False,True
2283,5.04,10.45,25.23,634.41,215.01,7.83,2571.87,2.98,0.68,1.35,3,6.45,2,25.145065398335312,640.7298,True,False,False,False,False,False,False,True,False,False,True,False,False
662,5.0,45.59,14.81,665.45,175.88,7.1,2162.14,1.12,0.4,0.88,5,5.35,2,44.932478055367994,196.9856,False,False,False,False,True,False,False,False,True,False,True,False,False
4764,5.47,15.83,20.84,1105.31,212.18,9.23,2690.2,0.88,0.99,1.7,2,6.84,4,53.037907869481764,186.7184,True,False,False,False,False,False,False,False,False,True,False,False,True
2285,6.16,43.02,28.29,897.03,188.62,6.24,1109.04,1.92,0.71,1.16,3,6.59,1,31.708377518557793,362.1504,False,True,False,False,False,False,False,True,False,False,False,True,False
4533,6.86,18.91,24.58,278.01,238.72,0.67,1890.08,1.29,0.78,0.88,5,6.77,7,11.310414971521563,307.9488,False,False,False,False,True,False,False,False,False,True,False,True,False
2978,6.34,21.85,23.37,1167.98,145.79,12.69,2608.44,1.48,1.39,1.78,1,6.7,10,49.97774925117672,215.76919999999998,True,False,False,False,False,False,False,True,False,False,True,False,False
2346,8.07,20.6,29.72,896.61,287.45,1.51,1535.82,2.99,1.17,1.16,6,8.75,7,30.168573351278603,859.4755,True,False,False,False,False,False,False,True,False,False,False,False,True
3196,4.88,23.78,34.69,550.15,288.75,7.32,1500.92,2.52,0.95,0.72,6,7.23,10,15.859037186509081,727.65,False,False,False,False,True,True,False,False,False,False,False,False,True
779,6.5,13.65,25.37,428.57,256.08,2.23,2690.82,1.03,1.04,1.11,2,7.54,11,16.892786756011034,263.7624,False,False,False,False,True,False,False,True,False,False,False,False,True
3145,4.78,14.33,16.71,459.01,117.05,5.4,1580.97,3.0,1.08,1.93,5,5.88,2,27.469180131657687,351.15,False,False,True,False,False,False,False,True,False,False,False,False,True
3635,6.03,34.41,22.41,185.77,108.64,2.12,2540.38,0.85,0.58,1.78,2,5.75,1,8.289602855867917,92.344,False,True,False,False,False,True,False,False,False,False,False,True,False
3063,5.35,30.07,31.19,920.32,195.53,10.78,2549.98,1.28,0.61,0.52,3,6.19,1,29.506893235011223,250.2784,False,False,False,False,True,False,False,True,False,False,False,True,False
4034,6.76,36.18,24.75,252.67,251.56,12.29,1513.64,1.71,0.74,0.54,5,6.12,1,10.208888888888888,430.1676,False,False,False,False,True,False,True,False,False,False,False,False,True
4644,4.72,13.68,23.07,237.01,237.35,5.0,2914.31,1.9,0.98,0.89,5,6.95,8,10.273515387949718,450.965,True,False,False,False,False,True,False,False,False,False,True,False,False
685,8.16,24.26,20.36,561.45,269.45,3.06,2190.92,0.59,0.93,1.33,4,8.37,4,27.57612966601179,158.97549999999998,False,False,False,True,False,False,True,False,False,False,False,True,False
2955,6.4,43.78,19.89,668.44,202.49,2.62,2015.07,2.5,0.68,1.86,3,7.46,11,33.60683760683761,506.225,False,False,True,False,False,False,False,False,False,True,False,True,False
2569,5.99,15.53,33.05,539.97,252.33,0.95,1548.39,1.94,0.9,0.98,6,6.61,1,16.337972768532527,489.5202,False,False,False,False,True,False,False,False,True,False,True,False,False
2171,6.4,42.05,14.59,173.95,284.76,8.86,2997.52,1.77,0.69,0.53,5,7.22,11,11.922549691569568,504.0252,True,False,False,False,False,False,False,True,False,False,False,True,False
2581,7.93,32.27,19.62,1119.06,132.33,14.91,2135.5,1.09,1.02,1.09,4,5.49,11,57.036697247706414,144.23970000000003,False,True,False,False,False,False,True,False,False,False,True,False,False
1850,6.21,16.67,10.83,208.37,182.01,13.42,2102.29,1.94,0.81,1.1,6,5.48,10,19.24007386888273,353.09939999999995,False,False,False,False,True,False,False,True,False,False,False,True,False
487,6.88,10.6,15.0,392.26,99.52,1.07,1022.31,1.57,1.09,1.65,6,5.6,10,26.150666666666666,156.2464,False,False,False,False,True,True,False,False,False,False,False,False,True
1688,6.37,10.73,10.1,799.03,238.94,11.51,1477.64,2.39,1.33,1.3,5,6.57,5,79.11188118811882,571.0666,False,False,False,False,True,False,False,False,True,False,True,False,False
2230,7.79,28.42,33.38,754.51,63.89,8.49,2280.05,2.85,0.37,1.76,5,4.41,7,22.603654883163568,182.0865,False,False,False,True,False,False,False,False,True,False,False,True,False
3041,5.32,30.95,29.15,1158.02,225.99,6.97,2348.71,2.78,0.42,0.58,3,7.13,7,39.726243567753,628.2522,False,True,False,False,False,True,False,False,False,False,True,False,False
2320,6.93,22.25,17.27,1019.15,62.74,2.92,2402.66,0.94,0.36,1.76,4,5.81,5,59.01273885350319,58.9756,True,False,False,False,False,False,True,False,False,False,False,True,False
782,5.81,24.53,32.78,293.71,288.64,11.87,2965.64,0.6,0.76,0.65,3,7.95,11,8.960036607687613,173.184,False,False,False,True,False,True,False,False,False,False,False,False,True
521,4.53,28.9,31.4,596.37,278.59,0.69,1835.76,2.07,0.42,1.84,5,7.5,1,18.99267515923567,576.6812999999999,False,False,True,False,False,False,False,False,True,False,False,True,False
522,8.25,40.89,24.01,1118.67,167.46,8.59,2386.91,2.64,0.26,1.06,3,7.51,3,46.59183673469388,442.09440000000006,False,False,False,True,False,False,False,False,True,False,False,False,True
2649,7.56,43.51,29.86,518.71,143.32,12.63,1420.42,1.73,1.14,1.34,5,5.59,1,17.37139986604153,247.94359999999998,True,False,False,False,False,False,False,False,False,True,True,False,False
4450,6.81,28.02,23.23,1018.76,132.31,13.64,1920.96,1.46,1.49,1.5,4,7.2,11,43.855359448988374,193.1726,True,False,False,False,False,False,False,False,False,True,True,False,False
2207,7.35,21.57,25.07,247.81,285.49,0.34,2632.83,1.1,1.2,0.74,3,7.84,5,9.884722776226566,314.03900000000004,False,False,True,False,False,True,False,False,False,False,False,False,True
3248,6.51,27.72,23.05,753.41,64.63,1.29,2655.33,2.49,0.52,1.53,3,5.43,2,32.685900216919734,160.9287,True,False,False,False,False,False,False,True,False,False,True,False,False
3309,7.89,21.53,21.97,832.8,184.42,7.81,1231.04,1.11,0.29,1.13,4,6.53,12,37.90623577605826,204.7062,False,False,False,False,True,True,False,False,False,False,False,False,True
3050,7.8,10.33,21.03,982.75,170.13,3.64,2160.02,0.85,1.15,1.95,6,7.97,12,46.73086067522586,144.6105,False,False,True,False,False,True,False,False,False,False,False,False,True
1511,7.57,12.27,29.46,1033.1,71.87,7.45,1184.03,2.32,1.09,1.83,3,5.03,7,35.06788866259334,166.7384,False,False,False,True,False,False,False,True,False,False,False,True,False
1882,4.93,39.47,24.37,1091.84,280.32,9.41,1909.4,2.72,0.74,0.58,5,7.22,11,44.80262617972917,762.4704,True,False,False,False,False,False,False,False,True,False,True,False,False
651,5.26,45.09,31.06,1075.78,206.8,7.16,2983.38,2.97,0.99,1.59,1,7.66,5,34.63554410817772,614.196,False,False,False,True,False,False,False,False,False,True,False,False,True
2603,7.44,26.12,27.99,230.91,114.44,9.25,1350.91,0.73,1.23,1.49,5,4.3,5,8.2497320471597,83.54119999999999,True,False,False,False,False,False,False,False,True,False,False,False,True
2882,4.62,30.78,28.23,934.29,64.52,10.37,1982.26,2.51,1.06,1.79,6,5.63,1,33.095642933049945,161.94519999999997,False,False,True,False,False,False,True,False,False,False,False,True,False
369,4.72,27.53,19.67,298.7,56.02,4.84,1593.02,2.45,1.0,1.52,4,3.82,5,15.185561769191661,137.24900000000002,True,False,False,False,False,False,False,True,False,False,False,False,True
2940,4.88,22.99,34.5,1106.61,191.55,7.57,1148.87,1.79,1.1,1.87,4,5.68,8,32.07565217391304,342.8745,False,False,True,False,False,True,False,False,False,False,False,False,True
118,5.12,33.03,13.89,917.38,94.28,14.69,1962.93,0.55,1.08,1.05,4,5.15,6,66.04607631389489,51.854000000000006,True,False,False,False,False,True,False,False,False,False,True,False,False
3095,5.4,44.12,13.92,344.83,217.55,8.35,2692.44,0.95,1.0,0.86,3,6.95,7,24.77227011494253,206.6725,False,True,False,False,False,False,True,False,False,False,False,False,True
4264,8.3,44.26,15.35,1144.96,251.6,11.47,1541.79,0.82,1.15,1.89,3,7.15,5,74.59022801302932,206.31199999999998,False,True,False,False,False,False,False,False,True,False,True,False,False
2216,6.33,18.55,23.66,865.19,232.65,3.68,2139.53,1.29,1.08,0.94,4,6.85,3,36.5676246830093,300.11850000000004,False,False,False,True,False,True,False,False,False,False,False,False,True
3299,5.01,44.72,16.41,1018.03,126.27,13.45,1955.5,1.86,0.3,0.84,6,5.48,3,62.03717245581962,234.8622,False,False,False,False,True,False,True,False,False,False,False,False,True
1613,6.19,11.0,27.88,608.38,136.67,13.9,1692.18,1.34,0.47,1.98,2,5.69,4,21.821377331420372,183.1378,False,False,False,True,False,False,True,False,False,False,False,False,True
3225,7.78,17.76,11.61,657.44,265.08,8.18,1678.94,0.68,0.25,0.72,1,7.05,1,56.62704565030147,180.2544,True,False,False,False,False,True,False,False,False,False,False,True,False
962,5.42,10.94,23.16,771.59,90.18,11.9,1530.5,1.33,0.59,1.49,2,5.33,10,33.31563039723662,119.93940000000002,False,False,False,False,True,False,False,True,False,False,False,False,True
2697,4.87,20.11,16.07,433.29,200.29,14.72,1509.47,1.29,0.42,1.86,6,6.66,1,26.962663347853145,258.3741,False,False,False,True,False,False,False,False,True,False,False,True,False
3802,5.54,44.94,20.5,156.5,210.74,5.45,2841.41,1.01,0.5,1.76,3,6.49,9,7.634146341463414,212.84740000000002,True,False,False,False,False,True,False,False,False,False,False,True,False
2829,7.72,25.49,11.61,417.87,113.71,5.5,1364.05,1.16,1.14,0.55,4,5.21,3,35.992248062015506,131.90359999999998,False,False,True,False,False,False,False,False,False,True,False,False,True
4472,6.5,11.51,23.63,1158.83,80.83,8.26,2315.4,1.21,0.25,1.96,1,4.68,11,49.04062632247143,97.8043,False,True,False,False,False,False,False,False,True,False,False,False,True
4038,8.42,43.84,21.8,324.07,104.01,5.3,1162.23,2.43,0.24,1.17,3,6.32,8,14.86559633027523,252.74430000000004,True,False,False,False,False,True,False,False,False,False,True,False,False
2185,4.96,41.91,34.89,525.66,150.76,4.74,1995.61,1.16,0.4,1.74,6,6.05,1,15.06620808254514,174.88159999999996,True,False,False,False,False,True,False,False,False,False,True,False,False
2634,7.32,19.61,29.47,958.22,196.59,6.29,1511.4,0.67,0.91,1.68,1,6.93,6,32.51510010179844,131.7153,False,False,True,False,False,False,False,False,True,False,False,False,True
2037,4.65,35.78,10.11,693.29,70.47,6.77,2083.05,1.6,1.41,1.69,5,4.18,11,68.57467853610287,112.75200000000001,False,False,False,True,False,False,False,False,False,True,False,False,True
772,6.11,20.27,26.04,1199.89,217.74,10.95,2390.47,2.05,0.57,1.98,5,6.6,2,46.07872503840246,446.36699999999996,False,False,False,False,True,True,False,False,False,False,True,False,False
1284,7.41,33.07,13.72,1121.4,219.71,11.29,2937.06,1.83,0.73,1.37,1,5.96,12,81.73469387755102,402.06930000000006,True,False,False,False,False,False,False,False,False,True,False,True,False
4733,6.07,36.45,13.55,481.6,148.69,4.67,2334.92,0.58,0.89,1.68,5,6.01,6,35.542435424354245,86.24019999999999,True,False,False,False,False,False,False,False,True,False,False,True,False
1414,7.57,40.86,25.91,1081.88,168.49,9.79,2127.65,1.66,1.03,1.59,2,5.98,6,41.755306831339254,279.6934,False,False,False,False,True,False,True,False,False,False,True,False,False
1234,5.15,30.46,22.29,782.37,174.22,2.8,2970.5,2.43,1.3,1.14,2,7.69,4,35.09959623149395,423.3546,False,True,False,False,False,True,False,False,False,False,True,False,False
2522,4.84,10.03,31.3,989.16,136.82,12.88,2721.44,1.37,0.73,1.25,1,6.74,1,31.602555910543128,187.4434,False,False,True,False,False,False,True,False,False,False,False,True,False
435,6.07,37.88,28.12,924.58,139.12,14.41,1030.7,2.29,0.97,0.61,5,5.62,7,32.879800853485065,318.58480000000003,False,False,False,False,True,False,True,False,False,False,False,False,True
1674,7.55,37.77,26.02,359.63,285.12,6.11,1326.67,2.58,1.49,1.7,4,7.9,10,13.821291314373559,735.6096,True,False,False,False,False,False,True,False,False,False,False,True,False
365,7.92,27.72,15.01,791.25,108.73,1.66,2739.51,1.33,0.42,1.64,2,5.81,7,52.71485676215856,144.61090000000002,False,False,False,False,True,False,True,False,False,False,True,False,False
4621,5.43,28.06,15.46,620.69,98.07,8.53,1612.8,2.71,0.32,1.88,4,5.23,6,40.14812419146184,265.7697,True,False,False,False,False,False,False,False,True,False,True,False,False
231,5.43,27.3,31.56,590.4,98.3,6.02,2442.07,2.38,0.72,1.54,3,6.21,1,18.70722433460076,233.95399999999998,False,True,False,False,False,False,True,False,False,False,False,True,False
4100,6.2,34.62,20.71,375.55,55.71,11.28,2134.34,0.58,0.86,1.77,6,2.34,10,18.13375181071946,32.3118,False,False,False,True,False,False,True,False,False,False,True,False,False
3755,6.95,22.68,33.89,1164.57,167.58,1.18,1627.76,0.71,0.94,1.91,5,5.99,10,34.36323399232812,118.9818,False,False,False,True,False,False,True,False,False,False,False,False,True
4054,5.54,17.21,20.29,1032.09,106.4,6.01,1684.31,1.31,0.27,1.14,2,5.53,8,50.866929521931986,139.38400000000001,False,True,False,False,False,False,False,False,True,False,True,False,False
407,7.59,32.94,26.1,789.39,160.61,5.26,1766.51,2.15,0.93,1.58,2,5.96,3,30.244827586206895,345.3115,False,False,True,False,False,False,True,False,False,False,True,False,False
2090,7.19,46.37,12.76,634.59,139.62,4.56,2545.92,1.91,1.42,1.13,2,5.76,8,49.73275862068966,266.6742,False,False,False,True,False,False,False,True,False,False,False,False,True
86,7.45,35.36,17.78,855.47,216.23,14.51,2895.16,1.98,0.21,0.9,4,5.7,9,48.11417322834645,428.1354,False,True,False,False,False,False,True,False,False,False,False,False,True
844,8.13,45.06,26.11,1131.42,226.95,10.11,1951.74,1.35,1.33,1.54,6,7.03,6,43.33282267330525,306.3825,False,False,True,False,False,False,True,False,False,False,False,False,True
1031,4.87,42.17,18.27,403.58,51.12,4.66,2714.11,2.88,1.35,0.8,1,4.62,5,22.089764641488777,147.2256,False,False,False,True,False,False,True,False,False,False,False,True,False
2459,4.98,22.69,20.7,1042.36,92.56,8.87,1145.35,0.79,1.19,0.88,2,4.34,11,50.355555555555554,73.1224,False,False,False,True,False,False,False,False,True,False,False,True,False
2986,7.19,28.82,32.74,626.45,274.86,8.82,2174.23,1.49,0.43,1.12,5,7.11,9,19.134086744043984,409.5414,False,False,False,False,True,False,False,False,True,False,False,True,False
3010,7.86,40.85,16.45,923.96,68.64,11.44,2987.18,0.65,1.14,0.78,3,3.39,2,56.167781155015206,44.616,False,True,False,False,False,False,True,False,False,False,False,False,True
855,6.34,45.19,18.1,1091.81,95.38,12.91,2858.17,1.05,0.79,1.57,6,5.4,3,60.320994475138114,100.149,True,False,False,False,False,False,False,False,True,False,False,True,False
78,5.83,43.12,31.99,1048.23,88.98,12.85,1121.02,1.92,1.31,1.24,2,4.62,7,32.76742732103783,170.8416,False,False,False,False,True,False,False,False,False,True,True,False,False
2247,7.23,29.46,26.34,435.5,78.22,10.46,1106.69,2.2,0.98,1.19,2,4.79,11,16.533788914198936,172.084,False,False,False,True,False,False,False,False,True,False,True,False,False
4392,5.73,39.96,32.71,591.63,106.83,10.82,2600.25,0.56,0.78,1.44,2,5.29,9,18.0871293182513,59.8248,True,False,False,False,False,False,True,False,False,False,False,False,True
3403,7.17,13.88,33.22,409.8,289.28,3.08,1208.91,2.05,0.62,1.03,4,7.35,6,12.335942203491873,593.0239999999999,False,True,False,False,False,False,False,True,False,False,False,True,False
2718,7.81,26.98,28.71,576.24,147.07,0.18,2353.62,3.0,1.4,1.17,3,5.99,8,20.07105538140021,441.21,False,True,False,False,False,False,True,False,False,False,False,True,False
2715,4.96,41.43,17.67,981.48,180.19,12.73,2408.72,2.39,0.37,0.57,5,6.58,4,55.54499151103565,430.6541,False,False,False,False,True,False,False,False,True,False,False,True,False
