id,soil_ph,soil_moisture,avg_temperature,total_rainfall,fertilizer_amount,pesticide_usage,sunlight_hours,nitrogen_content,phosphorus_content,potassium_content,irrigation_frequency,crop_type,region,season,harvest_date,field_id,yield_tpha
946,8.48,31.07,32.73,772.81,273.4,8.06,1532.47,2.18,1.08,1.29,5,Corn,East,Autumn,2021-08-16,F0156,6.79
947,6.32,25.2,20.94,558.74,210.75,11.74,2286.46,2.89,1.0,1.46,1,Rice,East,Autumn,2021-10-24,F0311,6.52
948,6.52,15.34,25.33,786.42,148.79,14.55,1027.77,2.41,0.75,1.67,3,Rice,Central,Autumn,2021-11-13,F0339,5.02
949,8.45,28.77,31.74,643.17,283.5,7.48,1036.38,0.97,1.22,1.5,1,Rice,Central,Autumn,2021-12-02,F0025,6.78
950,4.83,32.63,17.84,1058.76,211.76,6.15,1331.21,0.72,0.85,1.05,4,Barley,South,Autumn,2021-03-22,F0472,7.05
951,6.14,49.06,28.27,469.01,118.29,8.85,2293.36,2.86,0.8,1.05,2,Soybean,North,Spring,2021-11-21,F0153,6.04
952,7.68,47.62,23.95,169.46,208.52,1.18,2871.62,2.34,0.44,1.57,3,Soybean,West,Autumn,2021-12-18,F0428,7.39
953,6.69,19.2,10.95,181.31,169.74,1.5,2661.91,1.1,1.14,0.58,2,Soybean,East,Autumn,2021-06-13,F0388,6.14
954,6.02,34.25,12.76,698.07,214.89,3.27,1824.51,0.62,0.29,0.72,6,Barley,West,Spring,2021-08-22,F0400,6.55
955,7.84,21.1,27.11,1128.07,145.65,0.54,1291.36,1.75,0.74,0.85,3,Barley,South,Summer,2021-12-17,F0365,7.79
956,5.49,24.24,33.27,1183.22,200.48,0.23,2286.81,2.0,0.27,1.51,5,Corn,West,Spring,2021-10-30,F0018,7.4
957,8.31,22.39,29.36,587.58,63.85,4.41,1453.5,2.69,1.19,1.24,6,Soybean,East,Summer,2021-11-16,F0187,4.86
958,8.39,22.01,24.26,649.41,203.37,9.21,2158.81,1.86,0.72,1.58,5,Barley,North,Summer,2021-04-03,F0464,8.33
959,6.54,36.05,21.83,977.47,151.48,11.72,1649.25,2.85,0.92,1.94,2,Rice,South,Spring,2021-02-28,F0440,5.47
960,7.36,40.17,15.85,993.63,216.32,13.46,2916.31,1.21,0.29,0.66,6,Barley,South,Autumn,2021-07-29,F0302,7.68
961,4.92,37.72,24.09,673.19,159.71,4.69,2856.56,1.14,0.27,1.82,1,Corn,South,Spring,2021-06-01,F0189,7.35
962,5.42,10.94,23.16,771.59,90.18,11.9,1530.5,1.33,0.59,1.49,2,Wheat,North,Summer,2021-10-31,F0158,5.33
963,6.14,47.52,24.1,1145.69,118.15,4.94,2135.24,2.88,0.63,1.98,6,Barley,Central,Summer,2021-08-17,F0302,6.21
964,6.43,31.46,24.02,827.19,124.47,6.12,1057.01,2.21,1.07,0.66,6,Rice,North,Summer,2021-04-08,F0156,6.4
965,5.1,22.68,30.54,799.33,114.35,9.1,2132.74,1.34,1.06,1.28,5,Wheat,East,Spring,2021-04-18,F0091,5.08
966,5.62,10.9,18.69,237.39,196.18,12.94,1671.0,1.52,0.8,1.38,2,Barley,North,Autumn,2021-07-24,F0432,5.32
967,8.22,37.77,23.03,224.47,98.78,4.71,1470.34,2.47,1.16,1.72,4,Rice,Central,Autumn,2021-01-25,F0260,5.27
968,8.28,12.05,20.33,643.97,71.59,3.44,2676.0,2.51,0.65,1.7,4,Soybean,West,Autumn,2021-02-01,F0444,4.48
969,5.04,26.98,33.55,947.13,213.84,1.79,2154.63,2.02,0.73,0.95,2,Wheat,West,Spring,2021-08-11,F0138,7.68
970,5.72,32.15,10.82,576.98,265.72,10.5,1343.94,1.2,0.96,0.76,2,Corn,Central,Spring,2021-06-08,F0485,6.9
971,7.25,13.61,17.6,151.04,76.9,0.97,1026.14,0.9,0.98,1.71,3,Wheat,South,Autumn,2021-12-05,F0466,5.48
972,6.72,48.03,29.59,757.82,225.64,9.65,1220.06,1.13,1.15,0.64,3,Corn,West,Summer,2021-10-09,F0351,6.15
973,7.04,20.15,12.9,969.85,162.29,6.49,2992.25,2.42,0.74,1.71,1,Corn,North,Autumn,2021-05-10,F0164,6.33
974,6.71,26.12,30.48,639.58,234.23,14.41,1309.37,1.57,1.04,1.25,6,Corn,North,Spring,2021-12-14,F0303,6.9
975,8.27,49.61,15.32,779.88,79.97,8.65,2013.84,2.4,1.32,1.53,6,Barley,Central,Summer,2021-06-11,F0485,5.1
976,8.44,16.57,21.45,142.14,95.54,2.83,1379.19,2.89,1.11,0.72,3,Soybean,East,Spring,2021-09-22,F0490,6.17
977,8.24,42.4,28.94,981.66,109.89,8.47,2270.87,1.29,0.36,0.98,2,Rice,West,Summer,2021-10-15,F0105,5.0
978,5.87,39.04,15.21,737.77,260.22,1.59,2775.68,0.54,1.01,1.27,2,Corn,West,Autumn,2021-03-19,F0336,8.85
979,4.92,40.74,20.91,713.96,232.9,11.67,1513.2,2.06,0.91,1.86,3,Wheat,Central,Autumn,2021-09-22,F0449,5.84
980,6.0,33.85,11.61,1152.04,218.75,7.95,1326.42,1.64,1.23,0.87,6,Corn,West,Autumn,2021-04-04,F0032,6.91
981,5.3,45.59,22.43,302.34,247.97,2.5,1046.57,2.67,1.01,1.35,6,Barley,East,Summer,2021-10-06,F0182,8.28
982,4.81,41.75,18.06,970.31,258.49,9.4,2227.84,1.19,0.97,1.8,5,Barley,North,Autumn,2021-01-26,F0478,5.64
983,5.58,13.32,32.05,481.49,256.52,5.13,2817.29,2.19,1.38,1.92,1,Wheat,South,Spring,2021-07-21,F0298,7.74
984,7.79,44.17,19.96,168.97,64.72,8.91,1961.08,1.97,0.52,1.14,4,Barley,East,Spring,2021-03-30,F0350,4.23
985,6.18,41.4,21.44,1166.48,263.97,3.18,1978.32,2.63,1.47,0.98,5,Wheat,North,Spring,2021-10-05,F0067,8.51
986,6.88,49.28,24.42,1196.6,63.93,12.43,2852.9,0.57,0.79,1.92,2,Rice,South,Spring,2021-01-17,F0421,5.59
987,6.52,35.16,19.28,1148.54,139.63,1.64,1017.24,2.77,0.27,0.89,6,Corn,East,Autumn,2021-09-10,F0361,6.98
988,7.14,49.98,31.54,1093.03,144.63,11.01,1497.24,0.54,1.36,1.88,4,Rice,East,Summer,2021-06-29,F0245,6.08
989,5.8,28.31,17.22,595.66,77.59,1.88,2193.44,1.6,0.35,1.89,4,Soybean,West,Spring,2021-04-10,F0058,5.85
990,4.54,33.08,10.42,614.62,112.81,14.53,1552.09,1.41,1.2,1.71,3,Barley,West,Autumn,2021-07-13,F0376,5.89
991,6.53,25.48,18.65,503.02,136.89,1.61,1856.48,0.73,0.56,0.85,1,Soybean,North,Summer,2021-07-28,F0466,6.27
992,7.08,36.14,29.35,890.32,229.71,5.35,2171.44,1.29,0.6,1.45,1,Wheat,East,Summer,2021-10-23,F0029,8.19
993,4.74,34.49,30.92,786.46,246.32,10.11,1801.15,0.62,0.58,1.17,6,Wheat,East,Summer,2021-09-22,F0061,6.27
994,5.6,25.53,30.63,712.47,156.22,4.29,2194.55,1.32,0.33,1.76,1,Soybean,East,Summer,2021-07-25,F0475,7.08
995,6.35,48.64,11.85,668.53,96.89,11.59,2120.82,0.77,1.19,0.77,6,Barley,East,Spring,2021-11-14,F0180,4.27
996,7.41,33.68,20.79,887.55,283.36,8.68,2200.24,1.7,0.84,1.43,6,Barley,West,Summer,2021-07-16,F0488,6.49
997,6.95,38.7,13.68,688.76,188.6,13.59,2848.69,0.94,0.61,1.54,4,Rice,West,Spring,2021-05-25,F0364,6.58
998,4.75,29.68,10.63,745.49,143.83,10.27,2283.39,2.08,0.59,1.53,6,Barley,South,Spring,2021-09-22,F0303,6.75
999,7.28,22.83,14.2,643.95,127.72,8.22,1087.55,1.48,1.02,1.11,5,Rice,Central,Autumn,2021-03-19,F0195,5.61
1000,7.57,24.86,21.89,892.35,219.46,0.44,2538.13,0.59,1.37,1.92,5,Soybean,West,Spring,2021-01-03,F0222,6.57
1001,5.17,26.37,27.35,760.6,215.95,2.56,2661.15,1.42,0.46,0.82,5,Soybean,East,Summer,2021-11-29,F0161,6.67
1002,6.3,45.0,34.46,423.38,196.12,11.15,2979.47,1.65,0.23,1.38,1,Soybean,North,Autumn,2021-01-10,F0252,7.34
1003,7.72,30.07,13.89,514.83,134.46,0.31,2356.15,1.32,1.46,1.27,4,Barley,West,Summer,2021-10-18,F0259,7.1
1004,6.74,41.03,29.25,1023.57,274.11,12.84,2976.46,1.41,1.45,1.89,5,Soybean,East,Spring,2021-10-10,F0157,7.93
1005,6.05,37.47,13.0,1138.06,52.38,6.9,1893.85,1.52,1.31,1.89,4,Wheat,Central,Summer,2021-03-18,F0223,5.6
1006,7.42,36.01,22.69,1163.37,81.7,9.19,2067.69,2.47,0.83,0.92,1,Rice,North,Summer,2021-04-11,F0136,4.86
1007,8.04,47.71,29.95,146.27,237.26,10.27,2307.3,0.5,1.42,1.99,1,Corn,South,Spring,2021-03-28,F0249,6.35
1008,5.7,31.01,12.44,1189.36,64.73,4.0,1440.96,2.82,1.41,1.21,1,Corn,East,Summer,2021-05-20,F0125,5.58
1009,6.76,26.63,18.47,261.07,167.19,8.42,1156.65,0.81,1.28,0.98,4,Corn,South,Spring,2021-01-27,F0213,5.86
1010,4.73,43.01,13.52,504.78,146.89,5.59,2979.74,2.48,0.94,1.01,6,Barley,South,Summer,2021-02-13,F0471,6.13
1011,4.94,26.3,32.21,530.49,178.3,6.18,1370.96,2.63,0.57,1.84,3,Rice,South,Spring,2021-11-16,F0066,7.42
1012,7.49,24.16,26.55,966.12,278.94,14.47,1188.65,1.65,1.22,1.05,1,Wheat,East,Spring,2021-02-27,F0315,6.78
1013,5.93,12.0,18.21,573.73,211.97,0.63,2849.63,2.77,1.27,0.89,3,Wheat,West,Spring,2021-04-26,F0348,7.01
1014,8.28,48.32,26.63,581.22,296.48,1.98,2062.98,1.69,1.03,1.61,2,Soybean,Central,Summer,2021-11-04,F0450,9.01
1015,6.3,40.26,19.71,1157.33,53.67,8.45,1951.59,1.3,0.34,1.6,1,Rice,North,Autumn,2021-11-12,F0024,4.82
1016,6.11,30.77,27.43,761.64,196.89,12.34,2628.89,2.49,1.33,1.07,1,Soybean,Central,Spring,2021-04-10,F0058,6.42
1017,4.61,31.62,30.28,259.09,229.32,6.07,1908.59,0.73,0.8,0.64,1,Corn,East,Spring,2021-02-17,F0293,5.7
1018,5.84,35.17,23.59,709.13,150.33,13.26,2607.3,0.97,1.32,0.68,2,Barley,South,Autumn,2021-05-29,F0123,6.0
1019,6.33,40.0,33.67,995.47,193.5,4.36,2058.71,1.16,1.04,0.52,6,Soybean,Central,Autumn,2021-08-14,F0041,7.92
1020,5.96,10.15,11.01,1110.55,208.21,9.01,2641.5,1.86,0.98,1.22,5,Corn,North,Spring,2021-04-29,F0272,6.43
1021,4.84,49.57,15.27,294.5,135.93,6.49,2446.36,0.64,0.75,1.1,6,Rice,North,Spring,2021-03-26,F0416,5.67
1022,4.9,16.02,29.11,270.6,296.71,2.53,1469.23,2.33,0.67,1.59,5,Wheat,West,Autumn,2021-05-05,F0301,6.95
1023,5.53,32.76,12.53,446.28,60.47,10.68,2903.59,2.21,0.34,1.19,3,Soybean,South,Spring,2021-04-22,F0125,5.57
1024,7.73,35.93,29.02,149.35,55.83,5.33,1636.88,1.74,1.24,0.97,6,Barley,Central,Spring,2021-10-05,F0169,4.47
1025,6.51,45.24,11.0,172.42,174.59,5.9,2691.43,2.76,0.25,1.8,1,Rice,East,Autumn,2021-08-15,F0111,6.0
1026,6.6,48.31,23.0,164.49,194.38,1.0,2730.1,2.35,0.25,1.69,6,Soybean,North,Autumn,2021-05-12,F0395,7.94
1027,5.18,46.87,15.44,773.18,236.16,13.4,1081.49,1.17,0.95,1.19,2,Corn,East,Spring,2021-03-04,F0255,7.17
1028,5.17,48.62,31.98,529.34,153.59,3.22,2585.44,1.54,0.83,0.55,2,Corn,Central,Autumn,2021-04-06,F0416,6.48
1029,5.82,23.78,33.89,1119.31,279.9,0.55,2024.51,0.7,0.71,1.72,6,Barley,East,Summer,2021-07-03,F0115,8.99
1030,7.47,12.97,34.41,122.01,156.87,3.24,2292.95,0.62,1.03,0.55,3,Corn,East,Summer,2021-02-24,F0127,5.59
1031,4.87,42.17,18.27,403.58,51.12,4.66,2714.11,2.88,1.35,0.8,1,Soybean,East,Spring,2021-05-19,F0041,4.62
1032,4.93,12.45,31.85,728.88,222.56,2.95,1695.11,2.02,0.92,1.49,2,Soybean,South,Autumn,2021-06-09,F0414,7.08
1033,5.36,20.11,29.97,836.12,198.39,2.16,2138.49,1.07,0.88,1.12,5,Corn,Central,Spring,2021-05-27,F0452,6.87
1034,5.77,30.45,18.4,358.76,69.12,5.89,1658.9,1.64,0.6,1.89,2,Corn,East,Spring,2021-03-19,F0359,5.76
1035,4.96,38.37,33.32,746.13,263.06,7.28,2118.71,1.1,1.36,0.61,3,Corn,Central,Summer,2021-11-11,F0101,7.4
1036,4.77,46.09,29.64,403.21,224.89,6.94,2016.87,2.75,1.28,1.94,6,Rice,North,Autumn,2021-08-19,F0052,6.63
1037,6.21,36.57,25.04,378.55,203.59,2.96,1079.01,0.89,1.22,1.54,4,Corn,North,Autumn,2021-01-15,F0101,7.17
1038,8.35,48.06,22.65,254.31,141.41,3.99,1723.1,0.57,1.48,1.99,2,Wheat,Central,Spring,2021-11-17,F0287,6.5
1039,4.9,38.07,21.87,442.09,256.81,12.94,2236.02,2.3,0.96,0.98,1,Soybean,South,Summer,2021-05-08,F0032,6.77
1040,5.89,32.85,21.14,928.6,148.44,4.54,1049.54,2.84,0.92,1.11,4,Barley,East,Spring,2021-02-03,F0316,7.02
1041,5.07,32.89,30.96,1076.93,62.23,4.33,1115.15,2.38,0.94,0.93,3,Wheat,Central,Spring,2021-07-19,F0202,4.46
1042,5.86,10.89,21.05,1017.3,180.39,14.59,2004.6,1.91,0.35,1.95,3,Rice,North,Summer,2021-12-16,F0445,5.99
1043,8.14,25.97,12.94,173.88,243.69,5.11,1065.47,1.9,1.38,1.72,5,Wheat,East,Spring,2021-07-30,F0113,7.21
1044,5.16,48.41,26.82,729.72,193.16,9.71,1833.52,0.81,0.54,1.87,1,Corn,Central,Summer,2021-09-13,F0471,7.58
1045,7.25,23.64,20.14,528.48,257.2,1.43,1721.87,1.76,0.92,1.36,6,Barley,Central,Spring,2021-12-19,F0311,7.23
1046,7.25,21.57,12.0,691.24,56.47,0.82,1145.23,2.27,1.44,1.58,3,Rice,Central,Autumn,2021-10-13,F0409,5.75
1047,7.52,15.12,19.65,637.69,133.15,0.55,2227.9,0.57,1.13,0.59,4,Barley,West,Spring,2021-01-05,F0195,6.36
1048,5.01,39.0,33.01,280.64,230.73,10.76,1657.37,1.96,1.43,1.99,1,Corn,East,Spring,2021-06-07,F0024,6.64
1049,4.9,39.93,15.5,580.29,298.24,11.14,2894.41,2.1,1.08,1.3,6,Soybean,South,Autumn,2021-04-11,F0045,8.02
1050,6.58,17.72,14.38,1064.71,144.4,12.01,2746.63,1.9,1.07,1.43,3,Corn,East,Summer,2021-03-17,F0439,7.4
1051,5.66,15.63,32.39,798.94,228.03,10.94,2446.25,0.56,1.17,1.45,4,Rice,North,Autumn,2021-03-10,F0180,6.77
1052,6.32,34.15,30.11,1070.5,199.35,2.44,1489.61,1.49,0.58,1.67,2,Rice,South,Summer,2021-01-01,F0474,6.94
1053,5.45,20.95,19.35,752.2,161.16,4.58,1109.12,2.96,0.48,1.62,6,Soybean,North,Spring,2021-04-10,F0146,6.87
1054,7.27,31.34,34.51,898.8,105.3,9.32,2303.7,1.35,1.02,1.22,1,Soybean,East,Summer,2021-09-09,F0103,5.46
1055,7.65,26.37,33.46,1171.79,270.93,4.35,1533.94,1.96,1.12,1.99,3,Wheat,East,Summer,2021-12-20,F0407,7.39
1056,6.84,49.37,27.26,1047.75,183.88,12.59,2613.98,1.8,0.31,1.0,4,Soybean,West,Summer,2021-09-19,F0232,6.65
1057,4.99,17.27,33.99,1094.52,281.91,12.27,2587.08,2.62,1.0,1.09,2,Barley,South,Spring,2021-08-15,F0275,7.62
1058,7.64,20.51,11.51,1075.63,183.6,7.13,1837.22,1.87,0.9,1.05,5,Corn,South,Autumn,2021-03-04,F0252,7.53
1059,6.65,17.65,20.91,518.12,206.88,10.88,2946.26,2.02,1.18,0.81,1,Soybean,North,Spring,2021-01-23,F0197,7.26
1060,4.72,36.55,16.63,196.33,268.67,11.84,1358.56,1.07,0.53,1.88,1,Barley,East,Summer,2021-08-12,F0098,6.65
1061,7.78,36.48,30.28,1067.77,274.69,1.43,2419.85,0.69,0.55,1.15,4,Rice,North,Spring,2021-03-18,F0336,8.05
1062,6.44,35.37,30.01,325.04,286.31,4.13,1246.34,2.06,1.35,0.76,1,Rice,Central,Spring,2021-08-20,F0288,7.71
1063,6.71,40.78,10.98,975.13,87.95,13.19,1946.4,1.17,0.32,0.83,2,Rice,East,Autumn,2021-09-21,F0411,3.88
1064,4.9,30.61,24.06,942.17,182.96,0.43,2748.8,1.25,0.96,1.84,6,Soybean,East,Summer,2021-10-02,F0105,7.3
1065,7.73,33.74,33.39,545.66,146.35,13.28,2279.48,1.36,0.76,1.6,1,Soybean,North,Spring,2021-01-23,F0100,5.72
1066,6.7,32.42,21.46,896.98,223.69,5.57,1823.74,1.66,0.37,1.04,1,Wheat,South,Summer,2021-05-30,F0390,7.42
1067,5.54,10.56,23.62,721.99,122.08,7.6,1855.75,1.43,0.95,1.14,3,Barley,East,Spring,2021-12-13,F0316,5.23
1068,8.41,10.47,12.59,658.22,151.52,6.46,1775.39,0.94,0.21,1.17,1,Soybean,West,Summer,2021-03-22,F0119,5.86
1069,4.53,47.46,26.74,626.04,258.51,4.77,2536.15,2.72,0.85,1.02,2,Soybean,West,Autumn,2021-01-22,F0069,6.78
1070,5.53,47.47,24.46,725.51,294.41,7.03,2868.73,1.57,1.07,1.24,2,Wheat,North,Summer,2021-09-20,F0359,6.18
1071,7.27,20.07,26.87,402.46,71.5,10.23,2528.95,1.14,1.04,1.38,5,Barley,North,Autumn,2021-03-07,F0162,4.11
1072,5.19,14.18,10.66,1057.12,141.98,8.85,2078.51,0.73,0.94,0.67,3,Barley,North,Autumn,2021-01-01,F0280,4.47
1073,5.57,10.41,20.03,1063.18,237.74,0.64,2875.94,2.19,1.27,1.37,6,Wheat,West,Summer,2021-09-20,F0058,6.97
1074,8.04,48.36,15.02,756.77,200.45,7.16,2798.31,1.41,1.28,1.75,3,Wheat,South,Spring,2021-10-19,F0421,7.79
1075,4.65,13.64,24.05,259.65,171.96,13.78,1746.22,1.7,0.92,1.79,1,Rice,East,Summer,2021-07-27,F0229,5.3
1076,8.09,31.77,33.12,964.41,174.69,6.85,1982.91,2.99,0.61,0.71,3,Barley,West,Spring,2021-09-18,F0399,5.91
1077,6.7,28.97,25.21,637.78,119.7,8.86,1936.51,1.03,0.26,1.06,6,Rice,North,Autumn,2021-02-21,F0337,5.41
1078,5.86,37.68,17.78,732.18,290.59,9.69,2694.92,1.68,0.85,0.93,5,Corn,South,Autumn,2021-04-09,F0086,8.3
1079,8.18,39.14,26.23,766.5,196.31,9.9,2090.77,1.98,0.4,0.81,3,Wheat,North,Spring,2021-12-14,F0463,7.21
1080,5.81,45.79,34.8,519.58,198.72,9.13,1068.08,0.75,0.41,1.42,3,Wheat,West,Spring,2021-11-04,F0161,5.58
1081,7.63,22.38,20.38,813.0,246.01,6.36,2958.55,2.42,0.65,1.45,2,Corn,East,Spring,2021-05-17,F0411,6.85
1082,6.21,29.84,15.27,849.22,194.92,8.3,2207.81,1.85,0.35,1.7,5,Corn,East,Summer,2021-10-16,F0241,6.58
1083,6.71,20.71,18.85,841.31,240.18,9.53,2989.99,0.52,0.47,0.65,6,Barley,Central,Spring,2021-10-16,F0259,7.16
1084,5.92,11.5,25.32,957.01,128.81,5.44,1967.31,2.3,0.88,0.54,6,Barley,North,Autumn,2021-05-10,F0398,6.31
1085,4.84,41.67,16.83,453.91,251.9,2.88,2813.82,1.91,0.55,1.13,3,Wheat,West,Summer,2021-09-22,F0322,7.39
1086,6.13,29.77,23.67,1067.2,118.51,14.41,2513.24,1.95,0.5,1.56,5,Corn,East,Autumn,2021-04-23,F0329,5.87
1087,4.87,28.44,10.21,181.02,217.35,14.92,1181.39,2.69,0.31,1.55,5,Rice,North,Autumn,2021-03-24,F0055,6.41
1088,8.46,39.16,34.17,723.48,66.89,1.6,1492.04,0.74,0.54,1.92,6,Rice,South,Autumn,2021-04-04,F0115,5.4
1089,7.01,10.4,11.62,924.54,140.41,12.44,1919.97,1.63,0.54,1.41,6,Wheat,North,Autumn,2021-03-16,F0006,6.83
1090,4.76,23.08,23.33,901.4,103.03,8.98,1161.4,0.6,0.51,1.66,2,Wheat,East,Spring,2021-09-17,F0210,5.88
1091,6.08,15.44,31.89,541.18,81.24,8.22,2384.43,1.26,0.28,1.1,4,Wheat,Central,Spring,2021-07-23,F0181,4.67
1092,6.68,32.07,34.62,835.85,138.47,0.38,1504.15,1.49,0.7,1.75,2,Barley,South,Spring,2021-12-13,F0293,6.3
1093,7.22,17.53,10.72,842.24,289.13,5.62,1818.92,0.7,1.23,0.72,2,Barley,South,Autumn,2021-03-20,F0186,7.4
1094,4.76,41.56,28.93,870.56,86.28,14.57,1003.74,1.53,0.84,1.64,2,Barley,West,Spring,2021-06-13,F0428,5.11
1095,4.91,45.74,21.15,235.01,161.03,10.21,1541.66,1.22,0.49,1.98,1,Corn,Central,Summer,2021-12-26,F0267,5.3
1096,5.4,36.88,17.36,294.81,164.83,8.54,1147.67,0.91,1.24,0.89,5,Soybean,East,Summer,2021-06-04,F0263,6.37
1097,7.23,25.52,21.24,474.43,275.74,11.3,1033.15,1.69,0.43,0.69,5,Corn,Central,Spring,2021-06-17,F0474,7.22
1098,7.97,23.59,15.68,358.69,293.1,5.91,2057.2,1.19,1.0,1.43,2,Corn,North,Summer,2021-01-09,F0357,7.2
1099,7.05,48.27,11.3,785.38,185.72,3.27,2673.54,2.81,0.51,0.5,3,Soybean,North,Autumn,2021-08-28,F0394,6.82
1100,6.67,18.27,20.61,394.51,72.94,0.54,1471.27,0.93,1.18,0.72,2,Rice,Central,Spring,2021-10-17,F0341,5.72
1101,7.91,45.23,25.34,615.66,79.47,13.98,1245.82,0.99,1.17,0.9,2,Wheat,South,Autumn,2021-10-17,F0347,4.62
1102,4.92,11.24,12.75,569.53,184.38,14.82,2058.7,1.05,1.2,1.28,4,Rice,North,Autumn,2021-04-17,F0483,6.08
1103,8.34,31.29,28.1,911.24,264.17,11.23,1436.58,0.89,1.27,1.0,3,Soybean,South,Summer,2021-03-07,F0335,6.81
1104,7.13,46.8,30.89,385.64,170.17,3.45,1754.79,2.79,0.22,1.93,6,Wheat,Central,Spring,2021-07-30,F0097,5.97
1105,4.7,45.38,16.85,1123.19,86.38,1.16,1026.17,1.98,1.05,1.38,4,Rice,West,Spring,2021-11-11,F0400,5.45
1106,6.53,26.9,22.23,469.49,288.25,8.24,2554.07,1.73,1.22,1.01,5,Wheat,East,Summer,2021-02-26,F0273,7.95
1107,5.17,37.62,26.47,649.98,211.19,0.18,1141.65,0.65,0.54,0.8,6,Rice,North,Autumn,2021-03-23,F0021,7.55
1108,5.53,31.93,31.42,1180.82,86.86,13.91,2781.67,0.62,0.23,1.64,5,Corn,North,Autumn,2021-12-22,F0266,4.37
1109,7.21,12.11,19.13,862.92,180.54,13.36,1424.25,0.55,0.87,0.6,2,Soybean,North,Summer,2021-07-08,F0389,5.33
1110,8.32,17.54,11.97,957.91,141.1,13.97,1317.72,1.49,0.39,1.72,5,Soybean,West,Spring,2021-06-22,F0267,5.74
1111,6.52,11.28,25.24,171.76,134.58,7.58,2730.84,1.95,1.48,0.81,5,Barley,East,Autumn,2021-03-06,F0386,6.25
1112,8.09,18.31,23.79,1173.47,290.43,4.41,1530.79,2.63,0.44,0.8,5,Corn,West,Autumn,2021-08-01,F0446,8.32
1113,6.46,48.27,28.51,524.67,87.48,11.52,2408.08,1.67,1.03,1.66,4,Soybean,Central,Summer,2021-04-09,F0458,5.11
1114,6.79,16.74,15.11,476.7,188.1,10.68,2360.73,2.42,0.94,1.85,4,Barley,North,Spring,2021-12-27,F0023,6.27
1115,6.14,15.27,18.42,337.95,119.02,3.7,2511.18,1.34,1.0,0.54,5,Corn,East,Spring,2021-11-30,F0055,6.35
1116,6.19,27.75,28.4,713.92,252.4,5.51,1681.07,2.79,0.41,1.98,2,Barley,North,Summer,2021-12-11,F0042,9.15
1117,6.22,18.11,16.62,555.95,67.37,6.06,2715.31,1.67,0.73,1.24,6,Barley,East,Autumn,2021-10-15,F0464,4.69
1118,8.37,30.64,16.36,448.15,148.53,2.75,1412.42,2.98,1.02,0.92,2,Wheat,East,Autumn,2021-04-12,F0242,7.28
1119,4.79,26.22,16.43,550.32,219.48,0.18,2071.02,0.75,0.3,1.16,1,Barley,Central,Spring,2021-07-15,F0131,6.08
1120,8.16,42.65,27.48,1096.35,131.66,8.65,2286.62,2.48,0.72,1.43,1,Rice,North,Summer,2021-05-01,F0355,5.62
1121,6.93,48.47,16.83,1031.17,169.57,8.58,1044.31,1.64,0.72,1.97,1,Wheat,East,Spring,2021-02-05,F0160,7.14
1122,5.6,41.48,11.36,574.03,129.94,7.26,2419.33,0.73,0.39,1.66,4,Corn,East,Autumn,2021-05-24,F0057,5.76
1123,6.63,49.53,28.38,158.8,263.19,9.69,1695.82,2.8,0.42,0.76,3,Rice,Central,Spring,2021-05-05,F0430,7.0
1124,4.8,49.85,21.44,777.18,143.53,9.77,1560.75,2.53,0.9,1.29,3,Wheat,Central,Summer,2021-03-16,F0194,5.93
1125,8.34,49.68,13.52,410.32,157.16,5.57,2812.33,1.05,1.07,1.43,6,Barley,Central,Spring,2021-10-17,F0445,5.99
1126,4.67,43.19,31.48,1074.16,239.85,12.97,2946.49,0.89,0.87,0.99,5,Wheat,West,Autumn,2021-08-18,F0159,6.82
1127,5.86,27.06,30.2,948.32,189.73,7.93,1297.57,2.72,1.27,1.99,5,Rice,North,Summer,2021-09-27,F0251,7.22
1128,8.43,30.04,32.43,885.28,193.32,3.03,1208.32,2.42,1.43,0.97,5,Soybean,West,Autumn,2021-05-07,F0491,7.17
1129,7.07,48.74,15.29,790.53,294.61,14.88,1964.49,1.3,0.84,1.79,1,Wheat,West,Autumn,2021-05-05,F0169,7.43
1130,5.69,43.09,23.31,467.6,174.79,6.89,1474.14,1.68,0.54,1.6,4,Barley,West,Spring,2021-06-06,F0395,7.16
1131,4.89,28.31,26.24,689.38,65.45,6.91,1115.41,2.59,0.82,0.52,5,Corn,Central,Summer,2021-04-27,F0277,5.03
1132,4.69,45.0,25.45,490.68,179.13,7.32,2129.56,2.49,0.86,1.16,5,Barley,North,Autumn,2021-12-11,F0272,6.34
1133,8.08,12.72,17.06,811.77,106.02,8.83,2130.29,1.88,0.98,1.68,1,Barley,North,Summer,2021-08-08,F0252,5.58
1134,6.41,13.55,25.72,1126.75,98.79,9.51,2361.19,2.11,0.38,1.49,5,Soybean,East,Summer,2021-01-31,F0322,4.62
1135,6.62,31.09,20.18,104.81,198.99,5.23,2550.89,1.91,0.92,1.62,6,Barley,Central,Autumn,2021-02-17,F0379,5.44
1136,7.36,37.85,10.55,650.86,163.13,4.05,2547.29,2.21,1.3,1.29,4,Wheat,East,Autumn,2021-09-03,F0299,6.96
1137,4.84,29.65,27.67,118.62,135.51,14.75,1772.14,2.08,0.33,1.52,3,Corn,West,Summer,2021-04-04,F0257,5.56
1138,7.72,27.36,29.47,586.16,83.29,4.98,2575.56,0.62,1.36,1.66,6,Corn,East,Spring,2021-12-11,F0078,4.47
