Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2019","2019","kg/ha","17297.8","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01251","Carrots and turnips","2019","2019","t","1893452.82","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2020","2020","ha","104982","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2020","2020","kg/ha","17414.3","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01251","Carrots and turnips","2020","2020","t","1828189.05","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2021","2021","ha","108393","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2021","2021","kg/ha","17386.4","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01251","Carrots and turnips","2021","2021","t","1884564.49","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2022","2022","ha","133552","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2022","2022","kg/ha","17101.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01251","Carrots and turnips","2022","2022","t","2283952","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2023","2023","ha","122664","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2023","2023","kg/ha","19557.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01251","Carrots and turnips","2023","2023","t","2399008","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2024","2024","ha","125010","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2024","2024","kg/ha","22208.9","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01251","Carrots and turnips","2024","2024","t","2776332","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2015","2015","ha","1030000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2015","2015","kg/ha","723.3","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01372","Cashew nuts, in shell","2015","2015","t","745000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2016","2016","ha","1036000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2016","2016","kg/ha","647.7","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01372","Cashew nuts, in shell","2016","2016","t","671000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2017","2017","ha","978000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2017","2017","kg/ha","761.8","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01372","Cashew nuts, in shell","2017","2017","t","745000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2018","2018","ha","1062000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2018","2018","kg/ha","769.3","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01372","Cashew nuts, in shell","2018","2018","t","817000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2019","2019","ha","1105000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2019","2019","kg/ha","672.4","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01372","Cashew nuts, in shell","2019","2019","t","743000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2020","2020","ha","1125000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2020","2020","kg/ha","624.9","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01372","Cashew nuts, in shell","2020","2020","t","703000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2021","2021","ha","1159000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2021","2021","kg/ha","636.8","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01372","Cashew nuts, in shell","2021","2021","t","738000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2022","2022","ha","1184000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2022","2022","kg/ha","635.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01372","Cashew nuts, in shell","2022","2022","t","752000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2023","2023","ha","1195000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2023","2023","kg/ha","654.4","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01372","Cashew nuts, in shell","2023","2023","t","782000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2024","2024","ha","1199084","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2024","2024","kg/ha","662.9","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01372","Cashew nuts, in shell","2024","2024","t","794910","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2015","2015","ha","208000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2015","2015","kg/ha","21024","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01520.01","Cassava, fresh","2015","2015","t","4373000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2016","2016","ha","204000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2016","2016","kg/ha","21294.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01520.01","Cassava, fresh","2016","2016","t","4344000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2017","2017","ha","199000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2017","2017","kg/ha","20959.8","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01520.01","Cassava, fresh","2017","2017","t","4171000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2018","2018","ha","173000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2018","2018","kg/ha","28612.7","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01520.01","Cassava, fresh","2018","2018","t","4950000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2019","2019","ha","163000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2019","2019","kg/ha","30527.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01520.01","Cassava, fresh","2019","2019","t","4976000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2020","2020","ha","173000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2020","2020","kg/ha","35028.9","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01520.01","Cassava, fresh","2020","2020","t","6060000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2021","2021","ha","183000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2021","2021","kg/ha","37929","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01520.01","Cassava, fresh","2021","2021","t","6941000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2022","2022","ha","172000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2022","2022","kg/ha","36122.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01520.01","Cassava, fresh","2022","2022","t","6213000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2023","2023","ha","166000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2023","2023","kg/ha","35771.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01520.01","Cassava, fresh","2023","2023","t","5938000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2024","2024","ha","176627","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2024","2024","kg/ha","35574.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01520.01","Cassava, fresh","2024","2024","t","6283343","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2015","2015","ha","1060729","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2015","2015","kg/ha","1651.5","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01447","Castor oil seeds","2015","2015","t","1751818","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2016","2016","ha","807917","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2016","2016","kg/ha","1703.7","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01447","Castor oil seeds","2016","2016","t","1376421","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2017","2017","ha","824127","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2017","2017","kg/ha","1902.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01447","Castor oil seeds","2017","2017","t","1567563.59","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2018","2018","ha","751317","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2018","2018","kg/ha","1592.8","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01447","Castor oil seeds","2018","2018","t","1196679.24","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2019","2019","ha","1046292","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2019","2019","kg/ha","1760.5","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01447","Castor oil seeds","2019","2019","t","1842021.74","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2020","2020","ha","887495","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2020","2020","kg/ha","1855.7","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01447","Castor oil seeds","2020","2020","t","1646956.41","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2021","2021","ha","830978","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2021","2021","kg/ha","1948","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01447","Castor oil seeds","2021","2021","t","1618760","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2022","2022","ha","1019279","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2022","2022","kg/ha","1942.3","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01447","Castor oil seeds","2022","2022","t","1979717.74","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2023","2023","ha","1041071","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2023","2023","kg/ha","1881.5","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01447","Castor oil seeds","2023","2023","t","1958765.38","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2024","2024","ha","827889","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2024","2024","kg/ha","1917.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01447","Castor oil seeds","2024","2024","t","1587531.42","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01213","Cauliflowers and broccoli","2015","2015","ha","411000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01213","Cauliflowers and broccoli","2015","2015","kg/ha","19284.7","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01213","Cauliflowers and broccoli","2015","2015","t","7926000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01213","Cauliflowers and broccoli","2016","2016","ha","426000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01213","Cauliflowers and broccoli","2016","2016","kg/ha","18990.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01213","Cauliflowers and broccoli","2016","2016","t","8090000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01213","Cauliflowers and broccoli","2017","2017","ha","454000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01213","Cauliflowers and broccoli","2017","2017","kg/ha","18848","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01213","Cauliflowers and broccoli","2017","2017","t","8557000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01213","Cauliflowers and broccoli","2018","2018","ha","453000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01213","Cauliflowers and broccoli","2018","2018","kg/ha","19134.7","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01213","Cauliflowers and broccoli","2018","2018","t","8668000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01213","Cauliflowers and broccoli","2019","2019","ha","465000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01213","Cauliflowers and broccoli","2019","2019","kg/ha","19533.3","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01213","Cauliflowers and broccoli","2019","2019","t","9083000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01213","Cauliflowers and broccoli","2020","2020","ha","467000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01213","Cauliflowers and broccoli","2020","2020","kg/ha","19145.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01213","Cauliflowers and broccoli","2020","2020","t","8941000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01213","Cauliflowers and broccoli","2021","2021","ha","473000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01213","Cauliflowers and broccoli","2021","2021","kg/ha","19503.2","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01213","Cauliflowers and broccoli","2021","2021","t","9225000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01213","Cauliflowers and broccoli","2022","2022","ha","481000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01213","Cauliflowers and broccoli","2022","2022","kg/ha","19887.7","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01213","Cauliflowers and broccoli","2022","2022","t","9566000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01213","Cauliflowers and broccoli","2023","2023","ha","491000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01213","Cauliflowers and broccoli","2023","2023","kg/ha","19446","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01213","Cauliflowers and broccoli","2023","2023","t","9548000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01213","Cauliflowers and broccoli","2024","2024","ha","507297","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01213","Cauliflowers and broccoli","2024","2024","kg/ha","19306.9","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01213","Cauliflowers and broccoli","2024","2024","t","9794357","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01344.02","Cherries","2015","2015","ha","3599","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01344.02","Cherries","2015","2015","kg/ha","3041.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01344.02","Cherries","2015","2015","t","10945.25","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01344.02","Cherries","2016","2016","ha","3466","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01344.02","Cherries","2016","2016","kg/ha","3028.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01344.02","Cherries","2016","2016","t","10496.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01344.02","Cherries","2017","2017","ha","3377","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01344.02","Cherries","2017","2017","kg/ha","3047.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01344.02","Cherries","2017","2017","t","10289.08","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01344.02","Cherries","2018","2018","ha","3481","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01344.02","Cherries","2018","2018","kg/ha","2918.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01344.02","Cherries","2018","2018","t","10158.78","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01344.02","Cherries","2019","2019","ha","3425","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01344.02","Cherries","2019","2019","kg/ha","2947.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01344.02","Cherries","2019","2019","t","10096.92","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01344.02","Cherries","2020","2020","ha","3378","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01344.02","Cherries","2020","2020","kg/ha","2992.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01344.02","Cherries","2020","2020","t","10108.01","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01344.02","Cherries","2021","2021","ha","3428","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01344.02","Cherries","2021","2021","kg/ha","2952.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01344.02","Cherries","2021","2021","t","10121.24","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01344.02","Cherries","2022","2022","ha","3410","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01344.02","Cherries","2022","2022","kg/ha","2964.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01344.02","Cherries","2022","2022","t","10108.72","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01344.02","Cherries","2023","2023","ha","3405","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01344.02","Cherries","2023","2023","kg/ha","2969.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01344.02","Cherries","2023","2023","t","10112.66","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01344.02","Cherries","2024","2024","ha","3414","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01344.02","Cherries","2024","2024","kg/ha","2962.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5510","Production","01344.02","Cherries","2024","2024","t","10114.21","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01703","Chick peas, dry","2015","2015","ha","8251000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01703","Chick peas, dry","2015","2015","kg/ha","888.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01703","Chick peas, dry","2015","2015","t","7332000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01703","Chick peas, dry","2016","2016","ha","8399000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01703","Chick peas, dry","2016","2016","kg/ha","840.3","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01703","Chick peas, dry","2016","2016","t","7058000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01703","Chick peas, dry","2017","2017","ha","9626160","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01703","Chick peas, dry","2017","2017","kg/ha","974.2","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01703","Chick peas, dry","2017","2017","t","9377560","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01703","Chick peas, dry","2018","2018","ha","10560430","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01703","Chick peas, dry","2018","2018","kg/ha","1077.5","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01703","Chick peas, dry","2018","2018","t","11379190","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01703","Chick peas, dry","2019","2019","ha","9547030","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01703","Chick peas, dry","2019","2019","kg/ha","1041","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01703","Chick peas, dry","2019","2019","t","9937990","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01703","Chick peas, dry","2020","2020","ha","9698750","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01703","Chick peas, dry","2020","2020","kg/ha","1142.3","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01703","Chick peas, dry","2020","2020","t","11078500","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01703","Chick peas, dry","2021","2021","ha","9995920","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01703","Chick peas, dry","2021","2021","kg/ha","1191.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01703","Chick peas, dry","2021","2021","t","11911180","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01703","Chick peas, dry","2022","2022","ha","10740100","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01703","Chick peas, dry","2022","2022","kg/ha","1261","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01703","Chick peas, dry","2022","2022","t","13543630","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01703","Chick peas, dry","2023","2023","ha","10470862","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01703","Chick peas, dry","2023","2023","kg/ha","1171.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01703","Chick peas, dry","2023","2023","t","12267289.55","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01703","Chick peas, dry","2024","2024","ha","9587498","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01703","Chick peas, dry","2024","2024","kg/ha","1151.4","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01703","Chick peas, dry","2024","2024","t","11038755.76","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2015","2015","ha","761000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2015","2015","kg/ha","2109.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2015","2015","t","1605000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2016","2016","ha","811140","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2016","2016","kg/ha","1874.4","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2016","2016","t","1520390","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2017","2017","ha","840000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2017","2017","kg/ha","2495.2","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2017","2017","t","2096000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2018","2018","ha","752000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2018","2018","kg/ha","2857.7","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2018","2018","t","2149000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2019","2019","ha","780000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2019","2019","kg/ha","2234.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2019","2019","t","1743000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","ha","626000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","kg/ha","2931.3","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","t","1835000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2021","2021","ha","702000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2021","2021","kg/ha","2918.8","A","Official value",""
"QCL","Crops and livestock products","356","India","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2021","2021","t","2049000","A","Official value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2022","2022","ha","678000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2022","2022","kg/ha","2764","A","Official value",""
