Rainfall,Temperature,Humidity,Month,Year,Region
1.1,29.8,77.5,4,2014,Goa
2.8,31.1,75.1,5,2014,Goa
192.2,29.4,88.8,6,2014,Goa
186.8,27.4,85.7,7,2014,Goa
407.8,27.8,94.8,8,2014,Goa
43.2,25.9,74.6,9,2014,Goa
2.4,26.3,75.0,10,2014,Goa
2.1,25.1,83.6,11,2014,Goa
2.3,24.9,77.7,12,2014,Goa
0.8,24.4,77.5,1,2015,Goa
1.6,25.2,83.3,2,2015,Goa
0.9,28.3,70.4,3,2015,Goa
0.4,30.6,76.4,4,2015,Goa
0.7,29.4,76.7,5,2015,Goa
94.6,28.8,81.4,6,2015,Goa
109.8,27.5,79.1,7,2015,Goa
23.2,27.8,76.1,8,2015,Goa
46.3,27.2,85.9,9,2015,Goa
2.2,27.2,79.5,10,2015,Goa
0.8,25.7,78.2,11,2015,Goa
2.6,25.3,82.5,12,2015,Goa
0.5,23.6,84.8,1,2016,Goa
1.3,26.3,73.3,2,2016,Goa
0.9,28.1,79.2,3,2016,Goa
0.2,29.7,74.8,4,2016,Goa
1.2,30.3,79.3,5,2016,Goa
195.1,29.4,86.7,6,2016,Goa
171.3,27.7,87.5,7,2016,Goa
190.7,27.7,85.3,8,2016,Goa
77.7,27.3,77.8,9,2016,Goa
1.4,25.6,81.7,10,2016,Goa
2.5,25.6,77.1,11,2016,Goa
0.8,24.7,71.0,12,2016,Goa
3.2,25.2,78.9,1,2017,Goa
1.2,27.2,79.0,2,2017,Goa
1.9,29.9,78.6,3,2017,Goa
1.1,31.7,73.7,4,2017,Goa
1.0,30.6,79.1,5,2017,Goa
67.7,30.4,74.6,6,2017,Goa
295.0,28.3,88.2,7,2017,Goa
473.6,28.3,96.3,8,2017,Goa
92.6,28.9,85.8,9,2017,Goa
1.3,26.8,82.3,10,2017,Goa
2.4,27.9,79.7,11,2017,Goa
0.9,23.8,71.8,12,2017,Goa
0.9,25.7,75.4,1,2018,Goa
1.9,24.3,78.6,2,2018,Goa
1.3,29.0,77.6,3,2018,Goa
0.7,29.4,78.7,4,2018,Goa
0.9,31.9,75.1,5,2018,Goa
218.1,29.2,87.5,6,2018,Goa
89.4,28.4,81.2,7,2018,Goa
433.4,28.0,94.6,8,2018,Goa
206.6,28.4,80.3,9,2018,Goa
0.9,26.3,78.1,10,2018,Goa
0.8,25.4,76.5,11,2018,Goa
1.6,26.0,81.0,12,2018,Goa
1.3,24.4,78.1,1,2019,Goa
1.0,25.7,79.6,2,2019,Goa
1.6,28.7,76.2,3,2019,Goa
0.3,29.1,73.7,4,2019,Goa
0.7,31.6,77.8,5,2019,Goa
53.1,28.1,78.9,6,2019,Goa
132.5,29.7,83.0,7,2019,Goa
109.7,28.0,85.1,8,2019,Goa
44.8,27.6,78.7,9,2019,Goa
0.6,27.5,79.3,10,2019,Goa
1.1,27.1,81.6,11,2019,Goa
1.6,24.3,76.1,12,2019,Goa
0.5,25.3,76.4,1,2020,Goa
1.1,24.5,77.3,2,2020,Goa
0.2,29.4,77.3,3,2020,Goa
1.5,30.1,71.8,4,2020,Goa
0.2,28.8,74.6,5,2020,Goa
172.0,29.4,84.5,6,2020,Goa
797.5,27.5,98.0,7,2020,Goa
321.1,27.9,90.9,8,2020,Goa
31.9,28.6,76.0,9,2020,Goa
2.3,25.9,81.1,10,2020,Goa
3.8,26.1,81.9,11,2020,Goa
2.8,25.4,77.5,12,2020,Goa
0.2,18.7,56.7,1,1997,Gujarat
0.4,23.8,56.1,2,1997,Gujarat
1.1,29.2,54.9,3,1997,Gujarat
0.2,35.0,47.7,4,1997,Gujarat
1.4,36.0,55.0,5,1997,Gujarat
62.4,31.7,57.2,6,1997,Gujarat
30.8,29.5,49.2,7,1997,Gujarat
43.0,27.4,57.4,8,1997,Gujarat
37.4,27.5,52.8,9,1997,Gujarat
0.4,25.9,59.4,10,1997,Gujarat
0.2,21.0,55.5,11,1997,Gujarat
1.4,19.6,59.3,12,1997,Gujarat
3.4,18.6,62.9,1,1998,Gujarat
0.4,21.9,54.5,2,1998,Gujarat
0.7,28.8,51.5,3,1998,Gujarat
1.4,32.3,52.1,4,1998,Gujarat
2.6,34.9,48.8,5,1998,Gujarat
51.8,31.6,53.9,6,1998,Gujarat
99.2,28.5,63.6,7,1998,Gujarat
18.0,27.5,54.2,8,1998,Gujarat
31.1,26.7,49.1,9,1998,Gujarat
1.0,26.1,57.7,10,1998,Gujarat
0.9,22.2,57.6,11,1998,Gujarat
2.3,18.4,54.1,12,1998,Gujarat
0.7,18.6,58.0,1,1999,Gujarat
1.4,21.4,54.8,2,1999,Gujarat
3.1,28.8,57.6,3,1999,Gujarat
2.1,33.3,51.5,4,1999,Gujarat
1.2,34.9,45.7,5,1999,Gujarat
34.3,32.0,56.5,6,1999,Gujarat
6.7,27.6,51.9,7,1999,Gujarat
87.4,28.1,58.1,8,1999,Gujarat
91.8,26.8,57.4,9,1999,Gujarat
0.4,24.0,61.8,10,1999,Gujarat
0.1,22.3,57.6,11,1999,Gujarat
0.4,17.4,54.7,12,1999,Gujarat
2.0,18.5,60.8,1,2000,Gujarat
0.9,23.6,57.9,2,2000,Gujarat
0.7,30.4,51.1,3,2000,Gujarat
2.9,35.2,50.4,4,2000,Gujarat
0.2,36.0,49.4,5,2000,Gujarat
23.8,32.4,52.2,6,2000,Gujarat
78.7,28.7,61.3,7,2000,Gujarat
10.5,27.6,56.0,8,2000,Gujarat
20.0,28.8,55.6,9,2000,Gujarat
0.8,25.6,50.5,10,2000,Gujarat
0.4,23.6,54.8,11,2000,Gujarat
0.5,21.3,60.2,12,2000,Gujarat
0.4,19.8,57.9,1,2001,Gujarat
0.6,22.0,60.3,2,2001,Gujarat
0.6,30.1,55.6,3,2001,Gujarat
2.4,34.4,49.3,4,2001,Gujarat
1.1,35.5,49.5,5,2001,Gujarat
17.7,32.1,53.4,6,2001,Gujarat
78.6,28.2,54.1,7,2001,Gujarat
94.2,28.1,53.1,8,2001,Gujarat
11.0,27.7,54.1,9,2001,Gujarat
1.4,26.1,56.8,10,2001,Gujarat
0.9,23.2,58.6,11,2001,Gujarat
1.7,18.9,55.9,12,2001,Gujarat
0.3,17.2,64.1,1,2002,Gujarat
0.8,22.4,55.9,2,2002,Gujarat
0.5,29.0,53.5,3,2002,Gujarat
1.2,33.5,52.5,4,2002,Gujarat
0.2,34.6,49.0,5,2002,Gujarat
62.0,32.2,50.8,6,2002,Gujarat
39.9,28.1,53.9,7,2002,Gujarat
16.9,28.7,57.0,8,2002,Gujarat
22.4,27.8,57.8,9,2002,Gujarat
0.1,26.1,52.9,10,2002,Gujarat
1.1,21.9,62.5,11,2002,Gujarat
5.7,18.4,63.1,12,2002,Gujarat
0.8,18.3,56.6,1,2003,Gujarat
0.7,22.7,58.7,2,2003,Gujarat
1.8,29.8,53.0,3,2003,Gujarat
0.6,33.9,54.0,4,2003,Gujarat
0.8,35.2,51.1,5,2003,Gujarat
69.5,32.2,56.9,6,2003,Gujarat
40.0,28.3,58.6,7,2003,Gujarat
69.4,27.5,57.1,8,2003,Gujarat
69.3,28.1,57.4,9,2003,Gujarat
1.1,24.2,60.6,10,2003,Gujarat
1.7,22.4,53.9,11,2003,Gujarat
0.4,18.2,60.0,12,2003,Gujarat
0.6,19.8,55.9,1,2004,Gujarat
0.1,25.1,51.9,2,2004,Gujarat
2.8,29.6,53.8,3,2004,Gujarat
0.8,35.7,45.1,4,2004,Gujarat
3.3,35.7,45.0,5,2004,Gujarat
16.1,33.0,53.5,6,2004,Gujarat
39.8,29.4,58.7,7,2004,Gujarat
151.9,27.5,61.3,8,2004,Gujarat
45.3,27.2,56.8,9,2004,Gujarat
1.4,25.2,56.6,10,2004,Gujarat
1.2,23.5,57.5,11,2004,Gujarat
1.5,21.8,57.4,12,2004,Gujarat
0.6,19.8,61.5,1,2005,Gujarat
0.7,23.1,60.2,2,2005,Gujarat
1.1,28.5,55.7,3,2005,Gujarat
0.5,34.6,48.3,4,2005,Gujarat
0.8,34.5,52.6,5,2005,Gujarat
7.9,31.9,53.5,6,2005,Gujarat
37.5,28.8,58.0,7,2005,Gujarat
77.6,27.5,61.3,8,2005,Gujarat
27.1,27.5,55.4,9,2005,Gujarat
0.4,25.1,57.8,10,2005,Gujarat
2.5,20.9,63.0,11,2005,Gujarat
2.5,21.5,56.0,12,2005,Gujarat
0.3,19.1,58.7,1,2006,Gujarat
0.4,22.4,60.0,2,2006,Gujarat
1.4,31.0,54.6,3,2006,Gujarat
0.6,35.6,55.1,4,2006,Gujarat
0.4,34.9,55.9,5,2006,Gujarat
34.9,32.0,52.5,6,2006,Gujarat
74.7,29.8,58.2,7,2006,Gujarat
30.7,28.8,51.3,8,2006,Gujarat
24.7,26.1,60.7,9,2006,Gujarat
0.4,26.7,52.7,10,2006,Gujarat
1.8,23.3,54.3,11,2006,Gujarat
1.1,20.3,56.4,12,2006,Gujarat
0.1,20.5,58.4,1,2007,Gujarat
0.0,22.6,56.9,2,2007,Gujarat
2.1,31.9,55.2,3,2007,Gujarat
1.7,36.5,51.8,4,2007,Gujarat
1.0,36.6,51.6,5,2007,Gujarat
56.6,32.7,54.1,6,2007,Gujarat
18.7,29.5,58.0,7,2007,Gujarat
103.3,28.5,58.8,8,2007,Gujarat
19.8,27.5,59.7,9,2007,Gujarat
1.4,26.8,55.6,10,2007,Gujarat
0.5,23.7,56.7,11,2007,Gujarat
0.3,20.4,64.2,12,2007,Gujarat
0.4,20.1,57.8,1,2008,Gujarat
0.1,22.7,50.8,2,2008,Gujarat
1.6,30.4,57.4,3,2008,Gujarat
2.3,34.7,46.6,4,2008,Gujarat
1.6,35.5,50.9,5,2008,Gujarat
16.8,33.3,51.5,6,2008,Gujarat
13.8,29.5,55.3,7,2008,Gujarat
123.8,28.0,59.2,8,2008,Gujarat
23.0,28.0,60.6,9,2008,Gujarat
1.2,25.4,56.2,10,2008,Gujarat
1.0,23.1,58.3,11,2008,Gujarat
0.6,18.8,53.1,12,2008,Gujarat
0.8,18.8,60.4,1,2009,Gujarat
1.3,23.3,51.5,2,2009,Gujarat
1.2,29.2,53.7,3,2009,Gujarat
0.4,35.9,55.8,4,2009,Gujarat
0.2,35.5,48.5,5,2009,Gujarat
48.6,32.4,53.2,6,2009,Gujarat
16.4,28.3,55.6,7,2009,Gujarat
73.6,30.3,54.1,8,2009,Gujarat
15.3,27.2,54.4,9,2009,Gujarat
0.1,26.2,53.6,10,2009,Gujarat
0.5,22.4,62.8,11,2009,Gujarat
0.0,20.0,58.9,12,2009,Gujarat
0.9,18.5,57.1,1,2010,Gujarat
0.8,22.6,58.9,2,2010,Gujarat
0.9,29.5,54.8,3,2010,Gujarat
0.7,34.2,53.1,4,2010,Gujarat
1.2,36.4,50.7,5,2010,Gujarat
31.5,31.7,51.5,6,2010,Gujarat
96.2,29.4,57.6,7,2010,Gujarat
41.3,27.1,55.9,8,2010,Gujarat
12.6,26.1,52.0,9,2010,Gujarat
0.3,26.4,50.5,10,2010,Gujarat
0.7,22.3,55.4,11,2010,Gujarat
0.6,19.2,63.5,12,2010,Gujarat
0.3,19.8,59.3,1,2011,Gujarat
0.9,23.2,54.3,2,2011,Gujarat
0.1,30.2,51.1,3,2011,Gujarat
0.9,33.6,55.7,4,2011,Gujarat
0.7,34.0,52.1,5,2011,Gujarat
9.7,32.0,49.2,6,2011,Gujarat
71.2,28.9,57.8,7,2011,Gujarat
6.2,27.4,60.3,8,2011,Gujarat
5.8,27.6,57.1,9,2011,Gujarat
0.2,25.5,53.3,10,2011,Gujarat
0.1,22.6,56.1,11,2011,Gujarat
0.7,20.2,55.5,12,2011,Gujarat
0.2,20.4,59.7,1,2012,Gujarat
0.5,20.4,58.8,2,2012,Gujarat
0.9,29.4,49.4,3,2012,Gujarat
0.2,34.3,52.8,4,2012,Gujarat
1.6,35.2,53.4,5,2012,Gujarat
52.8,32.7,51.8,6,2012,Gujarat
23.7,27.9,54.9,7,2012,Gujarat
1.9,27.1,54.5,8,2012,Gujarat
23.0,27.9,54.1,9,2012,Gujarat
0.0,24.7,58.3,10,2012,Gujarat
0.6,21.4,55.9,11,2012,Gujarat
0.7,19.9,58.9,12,2012,Gujarat
0.5,18.4,61.6,1,2013,Gujarat
0.6,22.6,56.6,2,2013,Gujarat
0.5,28.9,46.9,3,2013,Gujarat
0.9,34.8,54.9,4,2013,Gujarat
2.3,33.7,63.6,5,2013,Gujarat
9.4,31.7,50.8,6,2013,Gujarat
60.9,27.7,51.6,7,2013,Gujarat
13.1,28.5,51.8,8,2013,Gujarat
44.4,26.4,52.5,9,2013,Gujarat
1.1,24.8,61.1,10,2013,Gujarat
0.3,22.2,55.7,11,2013,Gujarat
0.4,18.9,56.2,12,2013,Gujarat
1.5,19.9,56.6,1,2014,Gujarat
0.8,23.2,55.0,2,2014,Gujarat
0.6,30.0,51.2,3,2014,Gujarat
1.2,34.5,46.9,4,2014,Gujarat
0.3,36.6,51.3,5,2014,Gujarat
14.5,32.8,49.1,6,2014,Gujarat
20.9,30.0,55.3,7,2014,Gujarat
6.9,28.2,59.0,8,2014,Gujarat
16.8,29.3,60.4,9,2014,Gujarat
0.5,24.2,59.0,10,2014,Gujarat
1.2,23.1,65.4,11,2014,Gujarat
0.3,20.1,68.2,12,2014,Gujarat
1.8,18.5,56.9,1,2015,Gujarat
0.9,20.6,65.8,2,2015,Gujarat
0.6,29.4,52.8,3,2015,Gujarat
0.7,34.8,51.7,4,2015,Gujarat
1.8,35.8,51.2,5,2015,Gujarat
14.1,31.1,52.2,6,2015,Gujarat
55.7,28.7,55.8,7,2015,Gujarat
22.4,26.0,56.5,8,2015,Gujarat
34.4,26.9,55.2,9,2015,Gujarat
0.7,25.0,50.6,10,2015,Gujarat
1.0,22.8,59.6,11,2015,Gujarat
0.2,21.0,58.6,12,2015,Gujarat
1.3,20.3,57.5,1,2016,Gujarat
1.1,23.7,55.9,2,2016,Gujarat
0.5,30.5,53.1,3,2016,Gujarat
1.8,35.5,52.6,4,2016,Gujarat
1.2,36.3,56.6,5,2016,Gujarat
74.9,32.3,57.2,6,2016,Gujarat
112.5,30.3,56.9,7,2016,Gujarat
18.9,29.2,52.4,8,2016,Gujarat
44.0,28.2,50.0,9,2016,Gujarat
0.7,26.4,53.4,10,2016,Gujarat
0.2,23.9,53.0,11,2016,Gujarat
1.6,21.8,53.4,12,2016,Gujarat
3.6,18.6,58.7,1,2017,Gujarat
1.1,21.7,57.3,2,2017,Gujarat
0.6,29.2,52.9,3,2017,Gujarat
0.2,33.6,52.3,4,2017,Gujarat
1.0,34.6,55.4,5,2017,Gujarat
12.2,32.8,52.6,6,2017,Gujarat
95.9,28.4,56.2,7,2017,Gujarat
56.3,26.0,62.8,8,2017,Gujarat
8.0,25.5,56.9,9,2017,Gujarat
0.3,23.3,57.1,10,2017,Gujarat
1.3,21.9,59.6,11,2017,Gujarat
0.8,18.5,57.1,12,2017,Gujarat
0.8,18.2,57.4,1,2018,Gujarat
2.0,22.3,62.4,2,2018,Gujarat
1.6,30.8,50.7,3,2018,Gujarat
0.7,33.3,51.6,4,2018,Gujarat
0.8,35.8,50.0,5,2018,Gujarat
42.6,32.5,55.1,6,2018,Gujarat
33.8,27.8,56.2,7,2018,Gujarat
80.6,27.1,57.9,8,2018,Gujarat
26.4,26.3,54.6,9,2018,Gujarat
0.2,25.3,55.8,10,2018,Gujarat
0.5,21.9,54.5,11,2018,Gujarat
0.6,21.8,63.9,12,2018,Gujarat
0.6,18.7,61.8,1,2019,Gujarat
0.4,22.9,65.8,2,2019,Gujarat
1.1,29.6,53.7,3,2019,Gujarat
0.1,34.6,53.6,4,2019,Gujarat
0.1,36.4,47.8,5,2019,Gujarat
28.9,32.8,54.5,6,2019,Gujarat
111.2,28.3,60.0,7,2019,Gujarat
36.2,28.5,54.0,8,2019,Gujarat
19.8,26.8,53.1,9,2019,Gujarat
1.1,26.0,56.0,10,2019,Gujarat
0.2,22.5,57.6,11,2019,Gujarat
0.7,20.9,61.6,12,2019,Gujarat
1.1,19.6,65.1,1,2020,Gujarat
2.6,21.9,57.0,2,2020,Gujarat
0.8,30.7,56.4,3,2020,Gujarat
0.4,34.8,55.0,4,2020,Gujarat
0.8,34.2,44.0,5,2020,Gujarat
58.6,32.4,54.1,6,2020,Gujarat
69.3,29.8,56.4,7,2020,Gujarat
76.5,28.0,65.0,8,2020,Gujarat
27.6,28.2,52.5,9,2020,Gujarat
1.3,25.8,55.0,10,2020,Gujarat
1.2,22.4,59.0,11,2020,Gujarat
0.5,20.0,51.8,12,2020,Gujarat
1.7,11.9,63.5,1,1997,Haryana
2.0,16.9,57.7,2,1997,Haryana
0.5,29.3,52.0,3,1997,Haryana
1.0,36.1,53.4,4,1997,Haryana
0.6,36.9,47.9,5,1997,Haryana
27.3,32.1,56.6,6,1997,Haryana
27.9,28.3,45.5,7,1997,Haryana
36.3,27.6,47.3,8,1997,Haryana
55.4,24.3,53.5,9,1997,Haryana
0.6,23.3,54.3,10,1997,Haryana
2.2,17.4,54.6,11,1997,Haryana
1.3,13.7,57.1,12,1997,Haryana
1.7,12.2,63.8,1,1998,Haryana
4.1,17.5,55.7,2,1998,Haryana
0.3,29.2,52.7,3,1998,Haryana
1.6,37.5,42.5,4,1998,Haryana
5.6,38.1,46.5,5,1998,Haryana
50.9,33.9,50.0,6,1998,Haryana
71.8,29.1,53.5,7,1998,Haryana
47.9,25.6,55.6,8,1998,Haryana
13.5,25.7,52.9,9,1998,Haryana
0.1,22.2,55.0,10,1998,Haryana
1.3,19.8,56.9,11,1998,Haryana
2.0,15.1,56.8,12,1998,Haryana
0.3,11.4,62.1,1,1999,Haryana
1.3,17.2,57.6,2,1999,Haryana
0.3,28.4,49.6,3,1999,Haryana
2.4,34.5,47.9,4,1999,Haryana
0.5,36.6,46.6,5,1999,Haryana
8.3,31.9,47.0,6,1999,Haryana
42.6,27.4,53.1,7,1999,Haryana
8.2,26.1,50.9,8,1999,Haryana
3.6,24.0,54.9,9,1999,Haryana
0.6,20.6,59.4,10,1999,Haryana
1.5,16.5,58.8,11,1999,Haryana
1.3,10.4,58.8,12,1999,Haryana
1.6,13.1,57.8,1,2000,Haryana
2.3,19.2,49.6,2,2000,Haryana
0.8,28.9,45.5,3,2000,Haryana
0.1,37.3,51.2,4,2000,Haryana
2.8,38.0,46.0,5,2000,Haryana
69.1,32.9,49.7,6,2000,Haryana
55.9,28.0,50.4,7,2000,Haryana
32.9,25.4,52.8,8,2000,Haryana
5.4,26.1,53.0,9,2000,Haryana
2.4,22.7,55.7,10,2000,Haryana
1.2,17.9,53.4,11,2000,Haryana
1.2,12.6,55.8,12,2000,Haryana
0.2,13.1,59.5,1,2001,Haryana
3.0,19.1,55.5,2,2001,Haryana
0.0,29.7,49.2,3,2001,Haryana
0.4,36.8,43.3,4,2001,Haryana
2.1,37.7,41.8,5,2001,Haryana
16.4,33.5,39.3,6,2001,Haryana
32.1,28.0,54.1,7,2001,Haryana
13.9,25.1,57.3,8,2001,Haryana
9.6,26.1,54.5,9,2001,Haryana
0.9,22.6,51.0,10,2001,Haryana
1.5,16.7,52.2,11,2001,Haryana
2.1,13.1,56.3,12,2001,Haryana
1.1,12.3,59.4,1,2002,Haryana
1.2,17.0,54.0,2,2002,Haryana
1.8,29.9,48.3,3,2002,Haryana
1.2,37.3,43.2,4,2002,Haryana
3.6,37.9,45.3,5,2002,Haryana
29.6,33.7,46.0,6,2002,Haryana
9.8,26.9,53.1,7,2002,Haryana
22.9,26.0,53.2,8,2002,Haryana
30.3,24.6,48.1,9,2002,Haryana
0.7,25.3,50.0,10,2002,Haryana
0.3,16.7,53.9,11,2002,Haryana
0.9,12.9,57.7,12,2002,Haryana
0.2,13.5,56.0,1,2003,Haryana
1.6,18.8,57.0,2,2003,Haryana
0.6,29.3,45.8,3,2003,Haryana
0.3,37.0,42.6,4,2003,Haryana
0.6,37.7,46.4,5,2003,Haryana
8.7,33.3,52.0,6,2003,Haryana
32.2,27.7,53.4,7,2003,Haryana
48.2,27.0,57.9,8,2003,Haryana
50.1,26.9,54.5,9,2003,Haryana
0.4,23.5,54.9,10,2003,Haryana
0.9,18.2,53.8,11,2003,Haryana
0.5,13.0,61.9,12,2003,Haryana
1.7,12.0,56.4,1,2004,Haryana
0.4,16.9,54.1,2,2004,Haryana
1.0,29.2,54.9,3,2004,Haryana
0.5,36.5,43.1,4,2004,Haryana
0.6,38.2,48.6,5,2004,Haryana
8.3,33.3,50.6,6,2004,Haryana
82.9,28.3,52.7,7,2004,Haryana
41.2,26.6,55.8,8,2004,Haryana
20.1,24.8,48.1,9,2004,Haryana
0.4,22.3,57.2,10,2004,Haryana
0.9,17.1,55.9,11,2004,Haryana
1.6,13.8,56.0,12,2004,Haryana
1.3,12.5,58.4,1,2005,Haryana
0.8,16.9,55.4,2,2005,Haryana
2.3,27.7,51.1,3,2005,Haryana
1.8,35.4,45.7,4,2005,Haryana
1.3,37.5,44.9,5,2005,Haryana
16.5,33.8,47.1,6,2005,Haryana
46.2,28.0,51.0,7,2005,Haryana
45.5,25.6,52.9,8,2005,Haryana
25.4,24.3,53.5,9,2005,Haryana
0.5,24.7,56.3,10,2005,Haryana
0.5,15.2,55.9,11,2005,Haryana
0.3,11.9,58.7,12,2005,Haryana
1.1,11.9,58.9,1,2006,Haryana
1.9,16.6,55.8,2,2006,Haryana
1.6,29.6,46.0,3,2006,Haryana
0.3,37.2,48.9,4,2006,Haryana
0.4,36.9,44.0,5,2006,Haryana
42.5,32.0,58.4,6,2006,Haryana
71.3,28.4,56.9,7,2006,Haryana
77.4,27.5,56.3,8,2006,Haryana
19.5,26.5,46.7,9,2006,Haryana
0.1,23.0,53.9,10,2006,Haryana
0.5,16.6,55.7,11,2006,Haryana
0.5,13.9,56.8,12,2006,Haryana
0.5,12.6,58.4,1,2007,Haryana
0.5,18.0,53.4,2,2007,Haryana
0.8,28.9,50.0,3,2007,Haryana
0.6,35.9,42.8,4,2007,Haryana
0.8,37.1,40.7,5,2007,Haryana
12.5,32.2,53.6,6,2007,Haryana
37.0,26.9,50.7,7,2007,Haryana
21.2,25.7,47.9,8,2007,Haryana
20.9,24.5,50.5,9,2007,Haryana
0.7,23.4,53.5,10,2007,Haryana
0.7,16.4,52.4,11,2007,Haryana
0.4,13.6,61.4,12,2007,Haryana
3.6,11.7,64.8,1,2008,Haryana
0.2,16.9,56.8,2,2008,Haryana
0.5,28.1,49.2,3,2008,Haryana
0.8,36.8,45.2,4,2008,Haryana
8.3,38.1,44.1,5,2008,Haryana
102.7,33.1,44.2,6,2008,Haryana
16.1,27.5,51.5,7,2008,Haryana
215.8,26.6,56.5,8,2008,Haryana
50.3,25.1,49.5,9,2008,Haryana
3.7,22.2,53.3,10,2008,Haryana
2.1,16.4,57.7,11,2008,Haryana
4.2,14.6,54.9,12,2008,Haryana
1.1,13.2,58.8,1,2009,Haryana
0.8,18.1,54.8,2,2009,Haryana
0.3,27.9,49.0,3,2009,Haryana
0.6,36.8,48.7,4,2009,Haryana
0.6,38.0,44.1,5,2009,Haryana
21.7,33.5,51.5,6,2009,Haryana
34.1,26.9,53.1,7,2009,Haryana
22.6,24.6,56.0,8,2009,Haryana
32.4,24.4,52.6,9,2009,Haryana
1.8,22.4,61.1,10,2009,Haryana
0.2,16.7,55.3,11,2009,Haryana
0.5,14.4,54.4,12,2009,Haryana
2.5,12.5,55.7,1,2010,Haryana
1.6,18.5,51.4,2,2010,Haryana
0.2,29.8,48.4,3,2010,Haryana
0.7,35.8,46.4,4,2010,Haryana
0.9,37.2,49.9,5,2010,Haryana
18.2,34.3,47.2,6,2010,Haryana
61.7,28.2,53.9,7,2010,Haryana
10.2,27.0,52.3,8,2010,Haryana
14.0,25.1,54.4,9,2010,Haryana
2.9,23.3,49.7,10,2010,Haryana
0.6,18.5,62.9,11,2010,Haryana
1.6,13.7,55.7,12,2010,Haryana
3.2,12.1,53.8,1,2011,Haryana
0.6,18.8,56.4,2,2011,Haryana
0.1,28.5,50.5,3,2011,Haryana
0.7,35.9,50.8,4,2011,Haryana
4.4,38.2,42.6,5,2011,Haryana
10.6,32.8,49.4,6,2011,Haryana
82.8,27.6,55.0,7,2011,Haryana
36.2,25.0,59.2,8,2011,Haryana
31.2,23.6,56.6,9,2011,Haryana
0.4,23.2,51.0,10,2011,Haryana
0.6,17.8,57.6,11,2011,Haryana
1.3,13.3,60.5,12,2011,Haryana
0.5,12.2,58.8,1,2012,Haryana
2.0,18.9,55.2,2,2012,Haryana
0.8,28.7,54.2,3,2012,Haryana
0.3,37.8,42.0,4,2012,Haryana
2.1,37.4,41.9,5,2012,Haryana
34.6,32.9,50.9,6,2012,Haryana
66.2,27.6,53.5,7,2012,Haryana
21.4,25.7,54.9,8,2012,Haryana
30.6,25.9,50.9,9,2012,Haryana
1.0,24.2,53.6,10,2012,Haryana
0.5,17.0,56.3,11,2012,Haryana
0.1,12.6,55.3,12,2012,Haryana
0.3,11.5,65.3,1,2013,Haryana
1.0,16.7,60.5,2,2013,Haryana
2.4,30.1,48.4,3,2013,Haryana
0.5,37.9,55.1,4,2013,Haryana
2.8,38.1,41.5,5,2013,Haryana
83.8,31.2,52.1,6,2013,Haryana
35.8,27.1,53.1,7,2013,Haryana
8.7,26.0,58.9,8,2013,Haryana
34.6,23.9,48.0,9,2013,Haryana
0.9,22.6,52.9,10,2013,Haryana
1.3,16.9,58.9,11,2013,Haryana
1.6,13.4,54.1,12,2013,Haryana
1.9,13.2,61.4,1,2014,Haryana
1.6,18.2,54.4,2,2014,Haryana
1.3,29.9,51.2,3,2014,Haryana
1.6,37.4,46.6,4,2014,Haryana
0.8,37.4,43.9,5,2014,Haryana
44.0,33.7,58.3,6,2014,Haryana
45.8,27.5,49.5,7,2014,Haryana
38.6,26.6,53.1,8,2014,Haryana
107.3,25.8,49.6,9,2014,Haryana
0.5,22.9,55.0,10,2014,Haryana
1.4,17.4,53.6,11,2014,Haryana
0.8,14.4,57.9,12,2014,Haryana
2.2,13.1,60.5,1,2015,Haryana
0.4,17.0,58.1,2,2015,Haryana
0.6,29.2,56.1,3,2015,Haryana
1.0,35.3,46.8,4,2015,Haryana
1.9,37.3,42.6,5,2015,Haryana
26.0,33.5,42.2,6,2015,Haryana
36.2,27.2,57.2,7,2015,Haryana
22.1,27.0,51.6,8,2015,Haryana
37.0,25.7,57.8,9,2015,Haryana
1.5,22.6,57.0,10,2015,Haryana
1.1,15.8,56.5,11,2015,Haryana
1.2,12.3,53.8,12,2015,Haryana
1.8,12.3,58.6,1,2016,Haryana
0.3,17.8,53.5,2,2016,Haryana
1.5,29.6,51.5,3,2016,Haryana
1.5,36.8,46.3,4,2016,Haryana
1.0,39.6,45.2,5,2016,Haryana
11.9,33.5,49.1,6,2016,Haryana
63.1,27.9,52.6,7,2016,Haryana
14.9,26.6,44.6,8,2016,Haryana
32.8,26.1,58.1,9,2016,Haryana
0.5,22.7,45.1,10,2016,Haryana
0.2,17.0,54.6,11,2016,Haryana
1.5,14.2,63.9,12,2016,Haryana
0.7,12.1,52.5,1,2017,Haryana
0.5,17.7,47.9,2,2017,Haryana
1.3,28.9,50.8,3,2017,Haryana
0.6,37.1,43.8,4,2017,Haryana
2.0,39.3,43.4,5,2017,Haryana
32.3,32.5,43.9,6,2017,Haryana
55.2,27.6,54.9,7,2017,Haryana
32.7,26.1,53.5,8,2017,Haryana
31.4,26.0,51.5,9,2017,Haryana
1.0,23.1,54.0,10,2017,Haryana
1.9,18.4,55.0,11,2017,Haryana
2.3,13.2,57.3,12,2017,Haryana
1.6,12.5,57.1,1,2018,Haryana
0.3,17.6,55.6,2,2018,Haryana
2.0,28.7,50.3,3,2018,Haryana
0.3,37.7,43.8,4,2018,Haryana
